,mag,effectif,Pays_Cotier
1720.0,0.91,,
1721.0,4.2,,
1722.0,5.4,,
1724.0,0.8,,
1725.0,0.3,,
1726.0,1.8,,
1727.0,1.6,,
1728.0,1.6,,
1729.0,4.2,,
1730.0,5.1,,
1731.0,1.7,,
1732.0,1.8,,
1733.0,3.0,,
1734.0,4.3,,
1735.0,3.1,,
1736.0,2.9,,
1737.0,1.1,,
1738.0,1.6,,
1739.0,4.0,,
1740.0,1.0,,
1741.0,0.5,,
1742.0,1.2,,
1743.0,1.3,,
1744.0,1.49,,
1745.0,0.4,,
1746.0,4.7,,
1747.0,4.4,,
1748.0,4.6,,
1749.0,4.1,,
1750.0,0.8,,
1751.0,0.9,,
1752.0,4.0,,
1753.0,2.4,,
1754.0,2.1,,
1755.0,1.6,,
1756.0,4.5,,
1757.0,4.1,,
1758.0,4.5,,
1759.0,4.4,,
1760.0,0.88,,
1761.0,4.6,,
1762.0,4.2,,
1763.0,0.6,,
1764.0,0.9,,
1765.0,0.2,,
1766.0,0.23,,
1767.0,4.4,,
1768.0,4.4,,
1769.0,4.3,,
1770.0,0.4,,
1771.0,4.1,,
1772.0,4.3,,
1773.0,0.8,,
1774.0,0.7,,
1775.0,1.2,,
1776.0,4.2,,
1777.0,1.4,,
1778.0,1.2,,
1779.0,4.6,,
1780.0,0.6,,
1781.0,2.5,,
1782.0,1.3,,
1783.0,4.4,,
1784.0,0.0,,
1785.0,4.4,,
1786.0,4.5,,
1787.0,1.34,,
1788.0,4.3,,
1789.0,4.3,,
1790.0,2.1,,
1791.0,4.3,,
1792.0,1.06,,
1793.0,4.6,,
1794.0,4.3,,
1795.0,0.8,,
1796.0,0.3,,
1797.0,1.07,,
1798.0,4.7,,
1800.0,1.0,,
1801.0,0.5,,
1802.0,4.2,,
1803.0,4.1,,
1804.0,5.6,,
1805.0,6.1,,
1806.0,4.2,,
1807.0,2.5,,
1809.0,2.8,,
1810.0,1.3,,
1811.0,2.0,,
1812.0,0.9,,
1813.0,4.4,,
1814.0,0.4,,
1815.0,1.0,,
1816.0,0.7,,
1817.0,1.03,,
1818.0,1.4,,
1819.0,2.01,,
1820.0,0.61,,
1821.0,2.7,,
1822.0,5.2,,
1823.0,4.1,,
1824.0,1.1,,
1825.0,1.8,,
1826.0,4.1,,
1827.0,0.8,,
1828.0,0.8,,
1829.0,0.5,,
1830.0,0.2,,
1832.0,0.5,,
1833.0,2.5,,
1834.0,0.0,,
1835.0,0.0,,
1837.0,1.6,,
1838.0,4.2,,
1839.0,1.4,,
1841.0,0.9,,
1842.0,0.3,,
1843.0,1.5,,
1844.0,1.2,,
1845.0,5.2,,
1846.0,1.2,,
1847.0,1.8,,
1848.0,1.8,,
1849.0,4.5,,
1850.0,1.1,,
1851.0,1.8,,
1852.0,1.3,,
1853.0,1.89,,
1854.0,1.06,,
1856.0,1.5,,
1857.0,2.8,,
1858.0,0.34,,
1859.0,1.5,,
1860.0,1.05,,
1861.0,0.49,,
1863.0,3.4,,
1865.0,4.3,,
1866.0,0.9,,
1867.0,1.1,,
1869.0,1.0,,
1870.0,0.99,,
1871.0,4.3,,
1872.0,0.3,,
1873.0,4.9,,
1874.0,0.9,,
1875.0,1.6,,
1876.0,0.78,,
1877.0,1.1,,
1878.0,1.3,,
1879.0,0.5,,
1880.0,0.4,,
1882.0,1.2,,
1884.0,0.9,,
1885.0,2.7,,
1886.0,1.7,,
1887.0,0.7,,
1888.0,1.5,,
1889.0,0.31,,
1890.0,4.0,,
1891.0,0.9,,
1892.0,1.5,,
1894.0,0.9,,
1895.0,0.8,,
1896.0,1.4,,
1897.0,4.3,,
1898.0,0.4,,
1900.0,1.4,,
1901.0,4.8,,
1902.0,0.25,,
1903.0,0.92,,
1904.0,1.65,,
1905.0,0.8,,
1906.0,1.9,,
1908.0,5.0,,
1909.0,1.7,,
1910.0,5.3,,
1912.0,4.9,,
1913.0,1.3,,
1914.0,0.9,,
1915.0,2.1,,
1916.0,0.6,,
1918.0,0.4,,
1919.0,0.67,,
1920.0,2.3,,
1921.0,2.2,,
1922.0,2.24,,
1923.0,1.7,,
1924.0,1.23,,
1925.0,1.0,,
1926.0,1.5,,
1927.0,0.7,,
1929.0,2.0,,
1930.0,4.4,,
1931.0,2.6,,
1932.0,0.68,,
1933.0,5.2,,
1934.0,0.9,,
1935.0,4.6,,
1936.0,0.7,,
1937.0,1.4,,
1938.0,4.8,,
1939.0,0.9,,
1940.0,0.5,,
1941.0,1.1,,
1942.0,1.0,,
1943.0,0.7,,
1944.0,4.9,,
1945.0,1.2,,
1946.0,0.5,,
1947.0,2.9,,
1948.0,4.2,,
1949.0,0.73,,
1950.0,0.63,,
1951.0,1.1,,
1952.0,0.5,,
1953.0,1.18,,
1954.0,1.09,,
1955.0,2.0,,
1956.0,1.09,,
1957.0,0.58,,
1958.0,2.4,,
1959.0,0.2,,
1960.0,2.8,,
1961.0,0.8,,
1962.0,4.1,,
1963.0,0.74,,
1964.0,4.4,,
1965.0,4.2,,
1966.0,0.6,,
1968.0,4.0,,
1969.0,2.5,,
1971.0,3.1,,
1972.0,0.5,,
1974.0,0.6,,
1975.0,0.26,,
1976.0,0.6,,
1977.0,0.7,,
1978.0,1.0,,
1979.0,1.4,,
1980.0,1.0,,
1982.0,2.0,,
1983.0,1.7,,
1984.0,0.7,,
1985.0,2.3,,
1986.0,0.9,,
1987.0,1.94,,
1988.0,0.4,,
1989.0,0.8,,
1990.0,0.8,,
1991.0,0.3,,
1992.0,1.0,,
1993.0,0.5,,
1994.0,1.5,,
1995.0,2.1,,
1997.0,2.5,,
1999.0,1.5,,
2000.0,2.0,,
2001.0,0.3,,
2002.0,0.2,,
2003.0,0.83,,
2004.0,0.3,,
2005.0,4.2,,
2006.0,0.8,,
2007.0,0.4,,
2009.0,2.3,,
2011.0,1.57,,
2013.0,1.4,,
2014.0,1.3,,
2015.0,2.9,,
2016.0,2.4,,
2017.0,4.2,,
2018.0,1.3,,
2019.0,0.66,,
2020.0,0.46,,
2021.0,2.3,,
2022.0,1.1,,
2023.0,0.87,,
2024.0,1.5,,
2025.0,3.1,,
2026.0,1.26,,
2027.0,1.18,,
2028.0,1.8,,
2029.0,0.61,,
2030.0,3.1,,
2031.0,1.5,,
2032.0,1.5,,
2033.0,2.3,,
2034.0,1.7,,
2035.0,2.5,,
2036.0,0.1,,
2037.0,0.9,,
2038.0,1.44,,
2039.0,1.4,,
2040.0,1.64,,
2041.0,3.4,,
2042.0,0.73,,
2043.0,0.9,,
2044.0,0.2,,
2045.0,2.6,,
2047.0,1.2,,
2049.0,4.1,,
2050.0,0.6,,
2051.0,0.9,,
2052.0,2.1,,
2053.0,4.5,,
2054.0,1.2,,
2056.0,1.6,,
2057.0,1.0,,
2059.0,0.5,,
2060.0,1.9,,
2061.0,5.4,,
2062.0,2.6,,
2063.0,4.7,,
2064.0,0.7,,
2065.0,1.3,,
2066.0,1.6,,
2068.0,1.7,,
2069.0,1.11,,
2070.0,0.54,,
2071.0,2.1,,
2072.0,4.2,,
2073.0,0.6,,
2074.0,1.9,,
2075.0,1.58,,
2076.0,2.3,,
2077.0,2.4,,
2078.0,2.0,,
2080.0,2.1,,
2081.0,1.62,,
2082.0,0.24,,
2083.0,4.2,,
2084.0,4.2,,
2085.0,2.27,,
2086.0,1.0,,
2087.0,0.3,,
2088.0,1.9,,
2089.0,3.3,,
2090.0,1.0,,
2091.0,1.3,,
2092.0,0.2,,
2093.0,1.1,,
2094.0,0.9,,
2095.0,0.32,,
2096.0,0.8,,
2098.0,2.8,,
2099.0,0.9,,
2100.0,2.3,,
2101.0,2.01,,
2102.0,1.26,,
2103.0,0.9,,
2104.0,0.6,,
2105.0,1.34,,
2106.0,0.3,,
2107.0,0.3,,
2108.0,0.9,,
2109.0,2.9,,
2110.0,0.9,,
2111.0,2.0,,
2113.0,0.62,,
2114.0,0.6,,
2115.0,4.2,,
2116.0,0.6,,
2117.0,2.6,,
2118.0,0.6,,
2119.0,1.3,,
2121.0,0.9,,
2122.0,0.9,,
2123.0,3.0,,
2124.0,1.6,,
2125.0,0.82,,
2126.0,1.2,,
2127.0,1.6,,
2128.0,0.3,,
2129.0,0.65,,
2130.0,3.4,,
2131.0,1.1,,
2132.0,1.4,,
2133.0,0.2,,
2134.0,0.7,,
2135.0,0.9,,
2136.0,0.7,,
2137.0,1.4,,
2138.0,0.9,,
2139.0,1.1,,
2140.0,1.7,,
2141.0,1.0,,
2142.0,0.6,,
2143.0,1.2,,
2144.0,1.4,,
2145.0,1.4,,
2146.0,4.4,,
2147.0,4.3,,
2148.0,3.1,,
2149.0,0.9,,
2150.0,1.44,,
2151.0,0.6,,
2153.0,4.0,,
2154.0,1.2,,
2155.0,0.77,,
2156.0,1.6,,
2158.0,1.9,,
2159.0,0.9,,
2160.0,3.5,,
2161.0,1.1,,
2162.0,0.4,,
2163.0,4.1,,
2164.0,1.6,,
2165.0,4.4,,
2166.0,3.9,,
2167.0,4.3,,
2168.0,0.95,,
2169.0,1.43,,
2170.0,1.6,,
2171.0,4.1,,
2172.0,1.7,,
2173.0,1.2,,
2174.0,4.0,,
2175.0,4.5,,
2176.0,0.41,,
2177.0,4.3,,
2178.0,1.9,,
2179.0,0.9,,
2180.0,1.4,,
2181.0,0.4,,
2182.0,2.9,,
2183.0,4.3,,
2184.0,0.5,,
2185.0,0.9,,
2186.0,4.1,,
2188.0,2.8,,
2189.0,0.9,,
2190.0,1.5,,
2191.0,1.4,,
2192.0,1.4,,
2194.0,0.65,,
2195.0,1.8,,
2196.0,1.0,,
2197.0,2.5,,
2198.0,0.6,,
2199.0,0.2,,
2200.0,4.1,,
2201.0,4.2,,
2202.0,1.0,,
2203.0,4.3,,
2204.0,4.5,,
2205.0,1.3,,
2206.0,1.99,,
2209.0,5.2,,
2211.0,6.1,,
2212.0,3.2,,
2213.0,0.9,,
2215.0,1.5,,
2216.0,1.7,,
2217.0,3.1,,
2218.0,0.8,,
2219.0,3.0,,
2220.0,1.8,,
2221.0,0.6,,
2222.0,0.9,,
2223.0,2.0,,
2224.0,1.0,,
2225.0,2.3,,
2226.0,1.2,,
2227.0,1.1,,
2229.0,0.66,,
2230.0,1.4,,
2231.0,0.5,,
2232.0,1.5,,
2233.0,2.8,,
2234.0,2.8,,
2235.0,4.5,,
2236.0,0.3,,
2237.0,4.4,,
2238.0,1.2,,
2239.0,1.1,,
2241.0,0.6,,
2242.0,0.61,,
2243.0,1.5,,
2244.0,0.29,,
2245.0,0.2,,
2246.0,0.99,,
2247.0,2.0,,
2248.0,0.8,,
2250.0,4.6,,
2251.0,0.6,,
2252.0,1.4,,
2253.0,0.71,,
2254.0,2.0,,
2255.0,1.5,,
2256.0,0.58,,
2257.0,1.2,,
2259.0,1.4,,
2260.0,2.49,,
2261.0,2.0,,
2262.0,2.02,,
2263.0,1.0,,
2264.0,1.07,,
2265.0,1.6,,
2267.0,1.5,,
2268.0,1.33,,
2269.0,2.9,,
2270.0,1.2,,
2271.0,4.3,,
2273.0,1.01,,
2274.0,1.5,,
2275.0,1.9,,
2276.0,4.1,,
2277.0,4.4,,
2278.0,0.8,,
2279.0,1.8,,
2280.0,2.26,,
2281.0,0.9,,
2282.0,1.0,,
2283.0,1.3,,
2284.0,0.01,,
2285.0,0.75,,
2286.0,0.9,,
2287.0,1.8,,
2288.0,4.2,,
2289.0,2.3,,
2290.0,4.5,,
2291.0,1.4,,
2292.0,4.3,,
2293.0,0.6,,
2294.0,4.6,,
2295.0,0.9,,
2296.0,0.54,,
2297.0,1.4,,
2298.0,2.1,,
2299.0,4.5,,
2301.0,4.4,,
2302.0,0.5,,
2303.0,1.6,,
2304.0,2.5,,
2305.0,1.2,,
2306.0,2.0,,
2307.0,1.3,,
2308.0,4.2,,
2309.0,2.12,,
2310.0,1.17,,
2311.0,1.37,,
2312.0,0.9,,
2313.0,1.6,,
2314.0,4.9,,
2315.0,0.6,,
2316.0,3.1,,
2317.0,0.72,,
2318.0,2.4,,
2319.0,1.0,,
2320.0,2.6,,
2321.0,1.62,,
2322.0,4.1,,
2324.0,1.3,,
2325.0,3.1,,
2326.0,1.31,,
2327.0,0.96,,
2329.0,1.06,,
2330.0,0.71,,
2331.0,1.8,,
2332.0,1.3,,
2334.0,1.1,,
2335.0,0.98,,
2336.0,1.6,,
2337.0,1.77,,
2339.0,2.02,,
2340.0,1.2,,
2341.0,1.1,,
2342.0,4.4,,
2343.0,5.0,,
2344.0,0.5,,
2345.0,4.5,,
2346.0,4.3,,
2347.0,0.9,,
2348.0,0.8,,
2350.0,2.08,,
2351.0,0.4,,
2352.0,1.7,,
2353.0,1.6,,
2354.0,4.0,,
2355.0,1.3,,
2356.0,1.3,,
2357.0,0.06,,
2358.0,2.1,,
2359.0,0.86,,
2360.0,4.3,,
2361.0,0.5,,
2362.0,0.56,,
2363.0,0.6,,
2364.0,4.0,,
2365.0,0.5,,
2366.0,2.0,,
2367.0,1.7,,
2369.0,0.06,,
2370.0,1.7,,
2371.0,1.0,,
2372.0,0.7,,
2373.0,2.0,,
2374.0,1.4,,
2375.0,1.8,,
2376.0,1.0,,
2377.0,3.9,,
2378.0,0.28,,
2379.0,4.9,,
2380.0,1.7,,
2381.0,5.3,,
2382.0,0.8,,
2383.0,3.8,,
2384.0,4.4,,
2385.0,1.8,,
2386.0,3.9,,
2387.0,0.8,,
2388.0,2.4,,
2389.0,2.0,,
2391.0,1.3,,
2392.0,0.9,,
2393.0,1.0,,
2394.0,2.1,,
2395.0,4.4,,
2396.0,0.7,,
2397.0,0.5,,
2398.0,1.4,,
2399.0,4.2,,
2400.0,1.5,,
2402.0,3.6,,
2403.0,0.6,,
2404.0,0.95,,
2405.0,4.4,,
2406.0,1.67,,
2407.0,0.4,,
2408.0,1.19,,
2410.0,1.8,,
2411.0,1.0,,
2412.0,4.3,,
2413.0,1.49,,
2414.0,0.9,,
2415.0,0.81,,
2416.0,2.4,,
2417.0,2.0,,
2418.0,0.7,,
2419.0,0.2,,
2420.0,1.4,,
2421.0,1.4,,
2422.0,3.9,,
2424.0,0.9,,
2425.0,1.5,,
2426.0,2.3,,
2428.0,4.2,,
2429.0,4.6,,
2431.0,1.6,,
2432.0,1.4,,
2433.0,1.0,,
2434.0,2.3,,
2435.0,1.1,,
2436.0,1.2,,
2437.0,4.7,,
2438.0,0.9,,
2439.0,0.6,,
2441.0,0.5,,
2442.0,2.8,,
2443.0,1.3,,
2445.0,4.4,,
2446.0,1.3,,
2447.0,0.66,,
2448.0,1.3,,
2449.0,1.5,,
2450.0,1.3,,
2451.0,0.44,,
2452.0,2.7,,
2453.0,0.44,,
2454.0,0.4,,
2455.0,0.5,,
2456.0,1.2,,
2457.0,0.8,,
2458.0,0.9,,
2459.0,1.5,,
2460.0,2.7,,
2461.0,4.4,,
2462.0,0.9,,
2463.0,0.27,,
2464.0,3.9,,
2465.0,1.2,,
2466.0,0.66,,
2467.0,0.57,,
2468.0,4.0,,
2470.0,1.9,,
2471.0,1.4,,
2472.0,0.9,,
2473.0,4.3,,
2474.0,0.4,,
2475.0,2.7,,
2477.0,2.7,,
2478.0,2.0,,
2480.0,2.5,,
2481.0,3.1,,
2482.0,1.2,,
2483.0,4.5,,
2484.0,1.01,,
2485.0,1.4,,
2486.0,1.4,,
2487.0,2.1,,
2488.0,2.0,,
2489.0,0.3,,
2491.0,1.8,,
2492.0,0.7,,
2493.0,1.6,,
2495.0,2.2,,
2497.0,4.2,,
2498.0,1.1,,
2499.0,4.5,,
2500.0,2.1,,
2501.0,1.9,,
2502.0,2.5,,
2503.0,1.4,,
2504.0,0.8,,
2506.0,4.2,,
2507.0,0.56,,
2508.0,0.81,,
2509.0,2.6,,
2510.0,0.2,,
2511.0,4.1,,
2512.0,0.33,,
2513.0,2.2,,
2514.0,1.9,,
2515.0,1.0,,
2516.0,1.7,,
2518.0,2.1,,
2519.0,0.08,,
2520.0,4.0,,
2521.0,1.1,,
2522.0,1.0,,
2523.0,1.4,,
2524.0,3.7,,
2525.0,1.4,,
2526.0,0.1,,
2527.0,0.4,,
2528.0,0.1,,
2530.0,0.4,,
2531.0,1.7,,
2532.0,1.1,,
2533.0,4.6,,
2534.0,0.79,,
2535.0,1.9,,
2536.0,0.9,,
2537.0,0.6,,
2538.0,4.1,,
2540.0,4.9,,
2541.0,1.9,,
2542.0,1.4,,
2543.0,1.2,,
2544.0,2.4,,
2545.0,1.5,,
2546.0,1.7,,
2547.0,1.2,,
2548.0,3.4,,
2549.0,4.7,,
2551.0,0.4,,
2552.0,4.9,,
2553.0,2.2,,
2554.0,1.0,,
2555.0,2.0,,
2556.0,1.1,,
2557.0,2.3,,
2558.0,0.64,,
2559.0,1.0,,
2560.0,0.8,,
2561.0,1.27,,
2562.0,1.0,,
2563.0,1.8,,
2564.0,5.0,,
2565.0,0.7,,
2566.0,1.7,,
2567.0,0.7,,
2568.0,1.17,,
2569.0,3.2,,
2570.0,4.4,,
2572.0,1.0,,
2573.0,1.49,,
2574.0,1.4,,
2576.0,4.6,,
2577.0,4.3,,
2578.0,1.1,,
2579.0,0.8,,
2580.0,4.4,,
2581.0,4.9,,
2582.0,1.9,,
2583.0,0.3,,
2584.0,0.19,,
2586.0,4.3,,
2587.0,2.2,,
2588.0,1.01,,
2589.0,2.3,,
2591.0,4.4,,
2592.0,4.3,,
2593.0,4.7,,
2594.0,4.4,,
2596.0,1.4,,
2597.0,1.37,,
2598.0,4.6,,
2599.0,2.3,,
2600.0,0.7,,
2601.0,1.37,,
2602.0,1.7,,
2603.0,4.9,,
2605.0,0.2,,
2606.0,1.5,,
2607.0,1.5,,
2608.0,4.6,,
2609.0,2.7,,
2610.0,3.4,,
2611.0,1.13,,
2612.0,1.39,,
2613.0,2.9,,
2615.0,1.4,,
2616.0,1.2,,
2617.0,3.0,,
2618.0,0.82,,
2619.0,1.55,,
2620.0,2.3,,
2622.0,1.68,,
2623.0,1.26,,
2624.0,4.0,,
2625.0,1.09,,
2626.0,1.0,,
2627.0,0.7,,
2628.0,1.92,,
2629.0,0.8,,
2630.0,4.5,,
2631.0,1.1,,
2632.0,2.26,,
2633.0,2.5,,
2634.0,1.2,,
2635.0,0.7,,
2636.0,2.4,,
2637.0,0.5,,
2638.0,2.9,,
2639.0,2.1,,
2640.0,2.3,,
2641.0,1.61,,
2642.0,1.1,,
2643.0,2.04,,
2644.0,1.64,,
2645.0,1.56,,
2646.0,0.5,,
2648.0,1.4,,
2650.0,1.1,,
2651.0,1.5,,
2652.0,2.3,,
2653.0,1.4,,
2654.0,1.5,,
2655.0,3.9,,
2656.0,1.1,,
2657.0,0.9,,
2658.0,3.2,,
2659.0,1.1,,
2660.0,1.5,,
2661.0,1.0,,
2662.0,1.0,,
2663.0,0.51,,
2664.0,4.7,,
2665.0,4.4,,
2666.0,1.7,,
2667.0,2.8,,
2668.0,0.32,,
2669.0,3.3,,
2670.0,1.4,,
2671.0,4.4,,
2672.0,4.3,,
2673.0,4.5,,
2674.0,2.5,,
2676.0,1.5,,
2677.0,0.5,,
2678.0,4.0,,
2679.0,0.04,,
2680.0,4.2,,
2681.0,1.0,,
2682.0,3.1,,
2683.0,1.19,,
2684.0,4.9,,
2685.0,4.4,,
2687.0,4.4,,
2688.0,0.49,,
2689.0,4.1,,
2690.0,0.5,,
2691.0,2.1,,
2693.0,4.6,,
2694.0,3.2,,
2696.0,1.29,,
2697.0,1.5,,
2698.0,4.3,,
2699.0,0.9,,
2701.0,0.72,,
2702.0,5.7,,
2703.0,2.4,,
2704.0,0.33,,
2705.0,5.8,,
2706.0,0.5,,
2707.0,0.3,,
2708.0,1.2,,
2710.0,3.0,,
2711.0,4.2,,
2712.0,0.8,,
2713.0,1.0,,
2714.0,4.3,,
2716.0,3.0,,
2717.0,0.4,,
2718.0,4.3,,
2719.0,4.6,,
2720.0,1.5,,
2721.0,0.1,,
2722.0,0.8,,
2723.0,0.29,,
2724.0,0.6,,
2725.0,0.9,,
2726.0,4.4,,
2727.0,0.5,,
2729.0,1.45,,
2730.0,5.1,,
2731.0,0.7,,
2732.0,0.85,,
2733.0,1.3,,
2734.0,0.77,,
2735.0,0.71,,
2736.0,0.9,,
2737.0,0.78,,
2738.0,1.8,,
2739.0,2.9,,
2740.0,1.08,,
2741.0,1.54,,
2742.0,2.8,,
2743.0,0.3,,
2744.0,4.0,,
2745.0,1.8,,
2746.0,0.4,,
2747.0,0.6,,
2748.0,0.3,,
2750.0,1.36,,
2751.0,0.0,,
2752.0,4.4,,
2753.0,5.5,,
2754.0,1.4,,
2755.0,4.2,,
2756.0,0.9,,
2757.0,0.7,,
2758.0,1.3,,
2759.0,1.5,,
2760.0,2.1,,
2761.0,1.5,,
2762.0,0.6,,
2763.0,0.7,,
2765.0,3.0,,
2766.0,4.0,,
2767.0,0.7,,
2768.0,1.6,,
2770.0,1.5,,
2771.0,0.7,,
2774.0,1.7,,
2775.0,0.7,,
2776.0,0.41,,
2777.0,2.6,,
2778.0,1.1,,
2779.0,1.1,,
2780.0,1.6,,
2781.0,2.8,,
2782.0,1.4,,
2783.0,2.29,,
2784.0,0.9,,
2785.0,0.9,,
2786.0,1.5,,
2787.0,1.4,,
2790.0,0.9,,
2791.0,1.4,,
2792.0,0.43,,
2793.0,3.1,,
2794.0,2.2,,
2795.0,0.74,,
2797.0,0.78,,
2798.0,1.3,,
2799.0,1.46,,
2800.0,1.1,,
2801.0,1.7,,
2802.0,0.42,,
2803.0,2.1,,
2804.0,1.3,,
2805.0,1.46,,
2808.0,3.2,,
2809.0,0.76,,
2810.0,4.1,,
2812.0,1.3,,
2813.0,4.8,,
2814.0,0.4,,
2815.0,0.4,,
2816.0,1.1,,
2817.0,1.3,,
2818.0,2.2,,
2819.0,3.0,,
2820.0,1.6,,
2821.0,2.7,,
2823.0,2.0,,
2824.0,4.3,,
2825.0,4.6,,
2826.0,1.25,,
2827.0,2.4,,
2828.0,2.5,,
2829.0,2.7,,
2830.0,0.95,,
2831.0,0.6,,
2832.0,2.9,,
2833.0,3.1,,
2834.0,1.5,,
2835.0,2.8,,
2836.0,1.6,,
2837.0,2.4,,
2838.0,2.0,,
2839.0,0.7,,
2840.0,2.8,,
2841.0,4.3,,
2842.0,0.2,,
2843.0,0.6,,
2844.0,1.0,,
2845.0,1.08,,
2846.0,2.8,,
2847.0,1.0,,
2848.0,2.3,,
2849.0,1.18,,
2850.0,0.0,,
2851.0,2.1,,
2853.0,0.6,,
2854.0,0.9,,
2856.0,0.3,,
2857.0,4.3,,
2858.0,0.9,,
2859.0,0.7,,
2861.0,4.5,,
2862.0,0.5,,
2863.0,1.0,,
2864.0,2.3,,
2865.0,1.0,,
2867.0,2.9,,
2868.0,0.2,,
2869.0,1.6,,
2870.0,2.0,,
2871.0,0.6,,
2872.0,3.0,,
2873.0,2.3,,
2874.0,1.4,,
2875.0,1.04,,
2876.0,3.0,,
2877.0,2.7,,
2878.0,0.4,,
2879.0,2.9,,
2880.0,1.4,,
2882.0,2.5,,
2883.0,2.8,,
2884.0,2.7,,
2885.0,3.1,,
2886.0,1.0,,
2887.0,1.5,,
2889.0,1.24,,
2890.0,1.7,,
2891.0,2.1,,
2893.0,0.5,,
2894.0,0.7,,
2896.0,0.3,,
2897.0,0.9,,
2898.0,1.5,,
2900.0,2.0,,
2901.0,2.6,,
2903.0,1.4,,
2904.0,4.6,,
2905.0,4.4,,
2906.0,2.1,,
2907.0,1.14,,
2908.0,4.1,,
2910.0,4.3,,
2912.0,4.4,,
2913.0,1.8,,
2914.0,1.8,,
2915.0,0.9,,
2916.0,5.6,,
2917.0,0.4,,
2919.0,0.81,,
2920.0,3.0,,
2921.0,2.1,,
2922.0,0.68,,
2923.0,1.5,,
2924.0,1.56,,
2925.0,1.5,,
2926.0,2.7,,
2927.0,2.5,,
2929.0,1.54,,
2930.0,2.1,,
2931.0,1.3,,
2933.0,1.6,,
2934.0,0.8,,
2938.0,0.4,,
2939.0,1.4,,
2942.0,4.6,,
2943.0,4.1,,
2944.0,0.78,,
2946.0,1.15,,
2947.0,1.7,,
2948.0,2.0,,
2949.0,0.9,,
2950.0,1.7,,
2951.0,0.7,,
2952.0,1.02,,
2953.0,0.5,,
2954.0,1.1,,
2955.0,2.1,,
2956.0,0.89,,
2957.0,3.1,,
2958.0,0.8,,
2959.0,0.9,,
2960.0,4.2,,
2961.0,1.5,,
2962.0,4.4,,
2963.0,0.9,,
2964.0,1.7,,
2966.0,1.7,,
2967.0,0.3,,
2968.0,4.5,,
2969.0,1.07,,
2970.0,2.3,,
2971.0,1.6,,
2972.0,2.3,,
2973.0,1.6,,
2975.0,1.2,,
2976.0,2.2,,
2977.0,2.5,,
2978.0,4.2,,
2979.0,5.5,,
2980.0,1.7,,
2982.0,4.2,,
2983.0,3.8,,
2984.0,0.9,,
2985.0,1.0,,
2986.0,4.0,,
2987.0,4.3,,
2988.0,1.5,,
2989.0,2.5,,
2990.0,1.3,,
2991.0,1.1,,
2992.0,2.6,,
2993.0,4.6,,
2995.0,1.4,,
2996.0,2.8,,
2999.0,2.6,,
3000.0,4.7,,
3001.0,0.7,,
3002.0,1.0,,
3003.0,2.1,,
3004.0,1.6,,
3005.0,0.7,,
3006.0,4.4,,
3007.0,2.2,,
3008.0,1.2,,
3010.0,4.3,,
3013.0,4.4,,
3014.0,1.7,,
3015.0,1.7,,
3020.0,1.1,,
3021.0,2.8,,
3024.0,1.08,,
3027.0,0.4,,
3028.0,1.3,,
3029.0,0.58,,
3031.0,0.45,,
3032.0,1.6,,
3034.0,0.8,,
3035.0,0.6,,
3036.0,3.1,,
3037.0,0.55,,
3038.0,1.3,,
3040.0,4.4,,
3041.0,1.9,,
3042.0,1.9,,
3043.0,0.72,,
3044.0,2.8,,
3045.0,1.2,,
3046.0,2.7,,
3048.0,1.34,,
3049.0,1.41,,
3050.0,4.3,,
3051.0,2.1,,
3052.0,4.8,,
3053.0,2.1,,
3054.0,0.3,,
3056.0,1.5,,
3057.0,1.0,,
3058.0,3.1,,
3059.0,4.0,,
3060.0,1.5,,
3061.0,0.24,,
3062.0,1.3,,
3063.0,2.1,,
3064.0,2.0,,
3065.0,3.1,,
3066.0,1.0,,
3068.0,4.9,,
3069.0,4.1,,
3070.0,1.8,,
3071.0,0.4,,
3072.0,4.0,,
3073.0,1.1,,
3074.0,1.1,,
3075.0,5.1,,
3077.0,2.5,,
3078.0,0.7,,
3079.0,1.9,,
3080.0,0.3,,
3081.0,4.9,,
3082.0,1.0,,
3083.0,0.7,,
3084.0,4.6,,
3085.0,1.9,,
3086.0,1.6,,
3087.0,1.4,,
3088.0,0.8,,
3089.0,1.6,,
3090.0,1.4,,
3091.0,1.7,,
3092.0,1.0,,
3093.0,1.0,,
3094.0,1.0,,
3095.0,0.7,,
3096.0,2.0,,
3097.0,0.2,,
3098.0,0.4,,
3099.0,2.5,,
3100.0,0.74,,
3101.0,0.8,,
3102.0,1.3,,
3103.0,4.0,,
3104.0,2.7,,
3106.0,0.3,,
3107.0,1.5,,
3108.0,0.3,,
3109.0,2.4,,
3110.0,3.1,,
3111.0,0.04,,
3112.0,4.2,,
3113.0,4.8,,
3118.0,4.1,,
3119.0,4.6,,
3120.0,0.9,,
3121.0,4.9,,
3122.0,1.0,,
3123.0,3.0,,
3125.0,0.5,,
3126.0,1.6,,
3127.0,2.5,,
3128.0,0.9,,
3129.0,0.91,,
3131.0,1.35,,
3132.0,4.5,,
3133.0,0.8,,
3135.0,1.5,,
3136.0,2.0,,
3137.0,0.8,,
3138.0,4.6,,
3139.0,1.4,,
3140.0,4.7,,
3141.0,1.4,,
3142.0,3.9,,
3147.0,0.4,,
3148.0,3.2,,
3149.0,4.4,,
3150.0,0.2,,
3151.0,1.62,,
3152.0,0.5,,
3153.0,1.8,,
