,mag
12078,0.5
12083,0.6
12090,0.2
12093,0.3
12095,0.9
12096,0.34
12101,0.1
12103,0.61
12105,0.47
12106,2.16
12114,0.16
12116,1.0
12117,1.1
12119,1.3
12123,0.27
12126,0.8
12128,1.1
12130,0.2
12135,0.3
12136,1.18
12137,0.5
12138,0.5
12140,0.1
12141,0.53
12143,1.7
12150,1.34
12151,1.9
12155,1.0
12156,0.2
12161,0.8
12162,0.1
12167,0.79
12169,1.19
12171,2.4
12172,0.8
12178,0.5
12180,0.5
12182,0.13
12184,1.2
12185,1.51
12191,0.4
12195,1.37
12197,1.9
12198,0.9
12199,1.19
12209,0.1
12214,0.48
12218,0.01
12221,0.1
12222,0.59
12225,0.6
12227,0.85
12230,1.7
12233,0.3
12236,0.2
12237,1.41
12238,0.1
12239,2.2
12240,0.3
12244,1.58
12245,0.99
12251,0.4
12253,0.03
12255,0.1
12256,0.6
12259,0.2
12260,0.5
12261,0.28
12262,0.7
12266,0.7
12272,0.1
12273,0.6
12278,1.0
12281,0.6
12287,0.96
12288,0.4
12289,0.56
12290,0.59
12294,1.0
12302,0.6
12306,1.23
12312,1.0
12313,0.2
12316,1.22
12318,1.0
12321,1.0
12325,0.88
12327,0.3
12329,0.72
12332,1.95
12337,0.74
12338,1.0
12340,1.26
12341,0.58
12343,0.57
12344,0.5
12345,0.75
12348,0.7
12351,1.1
12352,1.9
12359,1.5
12361,0.8
12364,0.3
12365,0.2
12369,0.4
12370,0.84
12371,1.7
12373,0.14
12376,0.5
12378,0.9
12383,1.5
12384,0.5
12386,1.1
12387,1.0
12388,1.07
12397,1.25
12401,0.7
12403,0.73
12405,0.2
12407,0.4
12410,1.0
12411,0.2
12412,0.38
12413,0.2
12418,1.4
12419,1.91
12420,0.9
12422,0.21
12424,0.5
12425,0.2
12426,1.6
12427,0.2
12428,0.3
12429,0.2
12430,0.3
12432,0.1
12433,0.9
12434,0.8
12435,0.4
12436,0.6
12439,0.5
12441,0.5
12442,1.2
12443,0.3
12450,1.4
12455,1.22
12456,0.6
12457,0.41
12458,1.2
12461,0.59
12462,0.5
12467,1.24
12468,0.9
12469,0.5
12470,0.1
12471,2.03
12472,1.65
12473,1.54
12477,0.5
12479,1.4
12487,0.1
12488,0.56
12493,0.2
12495,1.6
12501,1.35
12503,0.74
12513,0.95
12518,1.1
12520,1.16
12521,0.4
12525,0.57
12529,1.0
12531,0.3
12539,0.2
12540,0.3
12541,0.6
12543,0.49
12544,0.2
12548,0.6
12553,0.27
12555,1.8
12565,2.46
12568,0.3
12569,0.84
12571,0.67
12572,0.37
12576,1.39
12577,1.36
12579,0.8
12580,0.7
12582,0.75
12583,0.9
12584,0.2
12585,0.7
12586,0.9
12587,2.01
12588,0.3
12589,0.6
12590,1.9
12591,0.7
12597,0.8
12599,0.7
12600,1.5
12603,0.9
12606,0.7
12609,0.8
12611,0.3
12612,0.2
12615,1.0
12616,0.57
12618,0.11
12624,1.2
12627,0.1
12628,0.7
12631,0.6
12632,0.4
12635,0.2
12636,1.8
12637,1.2
12640,0.3
12641,1.07
12642,1.1
12643,0.5
12648,0.3
12649,1.3
12652,0.3
12653,0.4
12656,0.7
12657,0.8
12663,0.61
12664,0.5
12665,0.9
12666,0.7
12667,2.7
12668,0.6
12669,2.2
12670,0.4
12672,0.55
12674,0.3
12676,3.2
12678,0.7
12680,0.4
12681,1.16
12684,0.9
12688,1.0
12689,0.6
12692,1.0
12695,0.5
12696,0.7
12698,0.8
12701,1.1
12703,1.14
12704,0.3
12706,0.4
12713,0.1
12716,0.9
12717,0.2
12721,0.8
12725,0.9
12730,1.6
12733,1.59
12739,0.6
12743,1.3
12745,1.62
12747,0.1
12748,0.2
12750,0.35
12752,1.22
12755,0.88
12759,0.2
12760,0.7
12762,1.2
12763,0.52
12764,1.15
12766,0.4
12767,0.9
12769,0.68
12770,0.2
12774,0.3
12776,0.23
12777,0.56
12778,0.5
12779,0.2
12781,0.2
12783,0.5
12784,0.6
12785,0.3
12786,1.1
12788,1.25
12790,1.0
12792,0.37
12793,1.28
12795,0.4
12800,0.2
12801,1.08
12803,1.2
12805,1.0
12809,0.54
12813,1.2
12815,0.7
12821,0.83
12822,1.22
12828,0.76
12835,0.4
12836,0.4
12837,0.63
12843,2.0
12844,0.3
12845,0.5
12846,0.5
12847,0.2
12848,1.5
12851,0.8
12853,1.0
12857,0.18
12858,0.36
12860,1.52
12863,1.18
12864,1.8
12865,0.67
12867,0.9
12869,0.4
12871,0.9
12872,0.8
12873,1.5
12876,0.4
12880,0.3
12891,1.3
12892,1.4
12893,0.8
12894,0.6
12895,0.1
12896,2.2
12899,0.81
12900,0.86
12905,0.71
12906,1.15
12908,3.0
12909,1.0
12911,0.9
12912,0.6
12913,0.6
12914,0.3
12916,0.65
12917,1.38
12918,0.12
12919,0.24
12920,1.1
12922,0.89
12924,0.1
12931,1.13
12932,0.8
12933,0.83
12935,0.9
12938,0.41
12940,1.0
12941,0.3
12942,0.62
12943,0.5
12944,0.7
12945,0.6
12946,0.9
12947,0.9
12949,0.2
12950,0.91
12951,0.8
12953,0.6
12954,0.7
12955,0.6
12957,0.62
12958,1.2
12959,2.4
12960,0.47
12961,0.5
12963,1.0
12964,0.8
12966,0.3
12967,0.5
12968,0.2
12970,0.3
12971,1.4
12972,0.7
12973,0.6
12974,0.5
12975,0.5
12976,0.5
12978,0.7
12980,0.3
12982,0.5
12983,0.3
12984,0.9
12985,0.3
12986,0.3
12987,0.42
12991,1.04
12994,1.2
12997,1.41
12999,0.67
13000,0.5
13003,0.2
13004,0.7
13008,0.37
13011,0.4
13012,0.3
13013,0.2
13014,1.2
13016,0.7
13018,0.7
13020,1.0
13023,0.3
13024,0.2
13027,0.3
13028,0.9
13031,0.3
13034,0.96
13038,0.77
13045,1.34
13048,2.22
13049,0.8
13050,0.32
13052,0.7
13053,0.29
13056,0.41
13057,0.1
13058,0.9
13060,0.3
13061,0.31
13063,0.2
13064,1.8
13065,0.31
13066,1.5
13067,0.3
13070,1.38
13072,1.0
13073,0.6
13074,1.3
13076,1.01
13083,1.0
13084,1.43
13086,0.1
13087,0.4
13088,0.4
13089,0.6
13092,1.3
13093,2.1
13094,0.6
13096,0.3
13098,0.4
13101,1.0
13104,0.1
13105,1.16
13110,1.5
13113,0.8
13115,1.19
13119,2.45
13123,0.83
13124,0.5
13127,0.82
13132,0.5
13134,0.83
13137,0.42
13142,0.3
13145,1.5
13146,0.6
13150,0.3
13153,1.82
13158,0.2
13160,0.28
13161,1.04
13164,0.5
13165,1.0
13166,0.6
13167,0.4
13168,0.4
13169,0.4
13170,1.02
13171,0.1
13174,1.15
13176,1.13
13177,0.2
13181,0.81
13182,0.9
13183,1.44
13184,0.3
13186,2.22
13191,1.8
13194,1.73
13196,0.9
13198,1.39
13204,0.3
13206,2.1
13212,1.9
13213,1.16
13214,0.3
13216,0.3
13218,0.11
13221,1.97
13224,0.7
13227,0.4
13228,0.73
13229,0.1
13233,2.4
13237,0.42
13240,0.6
13241,0.2
13244,1.18
13245,0.5
13249,1.0
13254,1.3
13256,1.0
13262,0.61
13264,2.3
13265,1.0
13267,0.3
13268,0.6
13270,0.8
13271,0.43
13272,0.3
13274,1.0
13275,0.9
13279,1.5
13281,0.7
13282,1.6
13283,0.58
13284,0.5
13286,0.9
13292,1.0
13295,2.5
13298,3.2
13299,0.74
13302,0.3
13303,0.5
13304,1.5
13307,0.9
13308,1.0
13309,1.06
13310,0.48
13311,0.6
13312,0.3
13322,2.35
13323,1.05
13324,2.28
13328,0.3
13329,0.2
13330,0.6
13335,0.4
13336,0.21
13338,0.3
13340,0.5
13341,0.61
13342,2.1
13343,1.1
13344,1.19
13345,1.1
13346,1.0
13347,1.11
13348,0.3
13351,2.52
13355,0.5
13359,0.9
13360,0.5
13361,0.62
13362,1.17
13364,1.14
13367,1.1
13368,0.7
13369,1.4
13372,0.5
13373,2.1
13374,0.39
13375,0.5
13376,0.6
13377,0.1
13378,0.5
13382,1.0
13383,0.32
13384,0.6
13387,1.15
13388,0.14
13389,1.0
13390,1.0
13391,1.57
13393,0.31
13394,0.5
13396,1.44
13397,0.8
13398,0.75
13399,0.49
13400,1.37
13401,0.3
13402,1.16
13403,1.1
13404,2.2
13405,0.2
13406,0.6
13408,0.3
13409,0.9
13410,0.9
13411,0.79
13412,2.0
13415,0.4
13416,1.21
13418,0.33
13419,0.4
13421,0.86
13423,0.25
13424,0.9
13427,0.1
13429,0.8
13431,1.0
13432,1.1
13433,0.4
13434,2.0
13436,0.9
13437,0.43
13442,1.3
13443,0.4
13444,1.08
13447,0.46
13448,0.2
13449,0.1
13450,1.6
13451,0.4
13452,0.3
13454,1.02
13455,1.35
13457,0.28
13461,1.4
13467,0.12
13470,0.2
13471,0.92
13472,0.8
13473,0.5
13475,0.37
13477,1.95
13483,0.82
13487,0.6
13488,0.2
13489,0.2
13493,1.27
13496,0.4
13497,0.33
13499,1.17
13502,0.6
13504,0.8
13506,0.1
13508,0.5
13509,1.6
13510,0.9
13512,0.2
13513,1.0
13514,1.1
13515,0.5
13516,1.12
13518,0.48
13519,0.4
13521,0.7
13523,0.2
13524,0.4
13527,0.1
13528,1.0
13530,0.9
13531,1.7
13532,2.1
13536,0.12
13539,0.6
13542,1.0
13546,1.5
13547,0.1
13549,1.6
13552,0.51
13554,0.5
13556,2.1
13557,0.87
13558,1.7
13564,1.37
13565,0.1
13566,1.0
13570,0.2
13572,0.2
13573,1.8
13574,0.2
13575,1.0
13579,0.1
13580,1.4
13583,0.8
13584,1.11
13587,0.95
13589,0.1
13590,1.4
13591,0.54
13592,0.7
13593,0.6
13595,1.6
13596,0.9
13597,1.85
13598,0.1
13601,2.3
13604,0.5
13605,0.8
13607,1.5
13608,1.0
13609,1.2
13610,0.58
13613,0.11
13614,0.4
13615,1.1
13617,0.65
13620,0.3
13624,0.4
13625,0.1
13629,0.98
13631,1.35
13638,0.32
13639,1.2
13642,0.6
13643,0.28
13644,0.51
13645,0.7
13646,0.6
13648,0.6
13649,0.4
13650,1.5
13652,1.1
13655,0.9
13656,0.9
13657,0.8
13660,0.78
13664,0.5
13666,0.98
13667,1.4
13668,0.4
13669,0.2
13670,1.8
13671,0.3
13673,0.1
13675,0.3
13677,0.4
13681,1.45
13682,0.24
13687,1.02
13688,0.4
13689,0.9
13690,0.3
13692,0.1
13693,0.3
13694,0.2
13697,0.2
13699,1.4
13701,2.1
13703,1.14
13705,0.41
13706,0.1
13707,0.74
13709,0.86
13711,2.6
13712,0.9
13717,0.11
13718,1.0
13719,0.4
13721,0.5
13723,0.2
13724,1.7
13725,1.28
13726,0.64
13727,0.4
13729,0.9
13730,1.2
13731,1.0
13732,0.2
13733,0.8
13735,1.4
13737,0.8
13738,0.2
13739,2.83
13740,0.28
13742,0.2
13744,0.4
13745,0.82
13746,1.58
13750,0.9
13752,0.58
13753,0.7
13755,0.5
13757,0.1
13758,1.6
13760,0.1
13761,1.13
13762,0.6
13764,0.26
13766,1.01
13767,1.7
13768,0.63
13769,1.5
13770,0.6
13777,1.04
13779,0.49
13780,0.8
13786,0.72
13789,0.7
13791,0.28
13794,0.1
13795,0.6
13796,1.2
13797,1.93
13798,1.0
13801,1.5
13802,2.46
13807,0.3
13809,0.89
13810,0.5
13813,0.6
13818,1.61
13819,0.4
13821,1.1
13824,1.54
13828,1.4
13829,1.1
13830,1.2
13831,2.6
13833,0.4
13835,1.04
13838,0.5
13839,1.11
13841,0.9
13843,0.63
13844,0.46
13845,0.3
13847,1.3
13850,1.8
13852,0.3
13853,0.5
13854,0.9
13855,0.7
13856,0.2
13866,0.19
13868,0.1
13869,0.38
13870,0.83
13872,0.9
13874,0.7
13875,0.1
13876,0.36
13877,0.81
13878,0.6
13879,0.2
13881,0.32
13883,0.2
13885,0.65
13886,0.2
13890,0.2
13891,0.8
13892,1.9
13893,0.8
13894,0.87
13895,0.89
13896,1.6
13899,1.0
13901,0.37
13905,0.2
13909,0.4
13911,0.2
13915,0.21
13916,1.8
13919,0.4
13921,1.0
13922,1.23
13923,0.7
13925,0.12
13928,1.12
13930,0.33
13932,0.8
13933,1.0
13934,0.4
13935,1.19
13940,0.9
13941,0.6
13942,1.2
13943,1.21
13944,0.6
13946,0.43
13947,0.4
13949,0.1
13951,1.16
13952,0.47
13953,0.3
13954,1.15
13956,0.7
13957,1.1
13960,1.3
13961,0.5
13962,1.1
13963,1.85
13964,1.9
13965,1.5
13966,0.2
13968,0.8
13970,1.5
13971,0.4
13972,0.4
13975,1.6
13980,0.14
13982,0.17
13985,1.03
13986,0.5
13989,1.7
13993,0.1
13995,0.6
13996,0.1
14000,0.8
14001,0.8
14002,0.25
14007,1.0
14010,0.5
14016,0.2
14017,1.1
14020,1.13
14021,1.85
14022,0.3
14024,1.45
14027,0.3
14029,1.6
14030,1.5
14031,0.76
14033,0.2
14035,0.62
14036,0.57
14037,0.3
14038,0.3
14039,1.4
14040,0.5
14041,1.1
14042,0.6
14043,0.8
14044,1.9
14047,0.6
14048,0.5
14049,1.9
14050,1.18
14051,0.9
14052,0.4
14053,0.3
14054,1.2
14055,0.7
14058,0.1
14062,1.1
14064,0.22
14066,0.34
14067,0.1
14070,0.9
14071,0.6
14072,0.4
14073,0.8
14074,1.1
14076,0.4
14084,0.3
14085,0.2
14086,0.6
14087,1.15
14088,0.9
14089,1.0
14090,0.4
14091,0.3
14092,0.2
14094,0.25
14096,0.4
14097,1.5
14099,0.96
14100,1.1
14103,0.9
14104,0.1
14105,0.14
14108,0.9
14109,0.6
14110,0.8
14111,0.1
14112,0.4
14114,1.0
14115,0.1
14116,1.22
14118,0.9
14120,0.82
14122,0.2
14124,0.2
14125,0.1
14131,0.1
14132,0.6
14133,0.51
14137,1.7
14140,1.3
14141,1.0
14142,0.5
14143,0.34
14144,1.08
14145,0.7
14148,0.16
14152,1.68
14155,1.49
14158,0.96
14164,0.4
14167,1.1
14169,1.28
14172,0.86
14174,1.1
14175,1.3
14180,0.9
14183,0.7
14190,1.26
14193,0.4
14200,1.2
14211,1.1
14212,0.9
14213,0.6
14217,1.0
14218,1.1
14219,0.42
14222,1.7
14223,1.7
14224,0.4
14228,1.35
14229,0.6
14230,0.46
14231,1.73
14232,0.1
14233,0.6
14236,0.1
14240,0.56
14245,1.6
14246,0.75
14247,0.5
14251,0.75
14253,0.6
14254,1.3
14255,0.4
14256,0.1
14257,1.7
14260,0.9
14262,1.17
14263,0.8
14266,1.4
14270,0.4
14271,0.6
14272,1.18
14274,0.84
14276,0.8
14277,0.1
14281,0.36
14283,0.65
14284,1.04
14287,0.33
14288,1.24
14291,0.3
14295,0.39
14297,0.54
14298,0.1
14299,0.65
14300,0.4
14303,0.2
14304,2.54
14306,1.0
14310,0.8
14311,0.4
14314,1.46
14316,1.32
14317,1.28
14320,2.0
14321,2.3
14322,0.95
14325,1.54
14327,2.4
14329,0.1
14330,0.8
14331,0.64
14334,0.88
14337,0.8
14338,0.51
14339,1.2
14340,0.38
14341,2.8
14342,0.1
14343,0.5
14345,0.7
14346,1.2
14351,0.78
14352,0.88
14354,1.2
14356,0.4
14359,1.59
14362,0.3
14364,0.92
14365,0.53
14367,1.48
14368,1.4
14370,0.96
14371,0.51
14372,0.35
14373,0.13
14374,0.35
14376,1.2
14377,1.24
14379,0.6
14381,0.2
14382,0.88
14383,0.79
14387,1.21
14388,0.65
14395,0.34
14397,0.3
14398,0.5
14400,0.8
14401,0.44
14405,0.33
14408,1.1
14409,0.71
14410,0.6
14414,0.6
14415,0.2
14416,0.3
14418,0.5
14420,0.3
14422,0.1
14423,0.3
14424,0.76
14426,0.9
14427,0.21
14428,0.6
14433,1.2
14438,1.9
14439,0.0
14442,0.4
14444,0.4
14445,1.63
14447,1.5
14448,1.3
14454,0.47
14456,0.78
14458,1.7
14459,0.57
14461,1.03
14462,0.6
14463,0.61
14464,1.52
14467,1.7
14468,0.5
14469,0.6
14471,0.37
14474,0.35
14477,1.0
14478,0.2
14479,0.48
14482,1.0
14483,0.8
14484,0.6
14485,1.71
14487,0.1
14490,0.3
14491,0.3
14492,0.8
14493,0.76
14494,0.6
14496,0.8
14498,0.3
14499,1.4
14501,0.7
14502,0.1
14503,0.41
14504,0.1
14505,0.7
14506,1.0
14507,0.6
14508,0.7
14510,0.36
14511,1.39
14512,0.2
14515,1.02
14517,0.3
14519,2.5
14520,0.7
14521,0.69
14522,0.5
14523,0.9
14524,1.6
14525,1.0
14526,0.5
14527,0.97
14529,0.89
14530,1.08
14531,1.8
14533,0.97
14534,0.99
14535,0.7
14536,0.3
14537,0.96
14538,1.3
14539,0.6
14540,0.49
14541,0.7
14546,0.88
14547,0.55
14548,0.6
14550,1.4
14555,0.7
14556,2.1
14557,0.37
14558,2.2
14559,1.6
14560,0.8
14561,0.8
14563,2.05
14564,0.1
14567,1.0
14568,0.86
14574,0.28
14576,1.68
14577,1.4
14578,0.5
14579,0.2
14581,0.45
14583,1.6
14584,0.21
14587,0.56
14588,1.31
14589,0.9
14590,0.26
14594,1.27
14596,0.65
14597,0.6
14599,0.36
14601,0.4
14602,0.6
14603,0.7
14604,0.5
14605,0.7
14606,0.2
14607,1.6
14608,2.0
14609,0.6
14610,0.5
14611,1.0
14612,1.09
14614,0.1
14618,0.3
14621,0.1
14623,0.7
14625,1.4
14626,2.0
14628,0.2
14629,0.4
14630,0.4
14631,0.4
14633,1.0
14637,0.37
14638,0.4
14641,1.03
14645,0.1
14647,0.35
14650,0.2
14651,0.1
14652,0.2
14654,0.1
14656,0.91
14660,0.33
14664,0.4
14666,0.6
14667,0.3
14671,0.2
14672,0.2
14676,1.71
14678,2.0
14679,0.4
14681,0.4
14683,0.7
14687,1.78
14688,0.55
14689,1.1
14692,2.16
14693,2.04
14695,0.48
14698,0.37
14700,1.58
14701,0.3
14702,0.4
14704,0.1
14705,0.61
14706,0.6
14707,0.4
14709,0.71
14717,0.8
14718,0.77
14719,0.82
14720,0.7
14721,0.9
14722,0.2
14723,0.87
14725,2.23
14726,0.56
14727,0.4
14728,0.62
14729,3.1
14732,1.1
14733,1.08
14735,0.3
14737,0.89
14741,0.4
14742,0.4
14744,1.0
14749,1.1
14750,2.1
14752,1.5
14756,0.77
14757,0.55
14758,0.1
14759,0.63
14761,1.4
14762,2.31
14765,0.9
14766,0.3
14767,1.42
14770,0.8
14772,1.02
14774,3.4
14776,0.2
14777,0.5
14779,0.4
14781,0.5
14782,0.4
14784,0.1
14785,0.1
14789,0.1
14790,0.9
14791,1.31
14792,0.3
14794,0.8
14797,0.2
14798,1.26
14800,0.3
14802,1.47
14803,1.4
14805,0.4
14806,2.0
14807,0.28
14810,0.94
14811,0.76
14812,0.3
14814,0.2
14816,1.86
14817,0.66
14818,0.4
14820,0.3
14822,0.4
14824,0.51
14825,0.5
14829,0.4
14830,2.0
14832,1.2
14833,1.5
14834,0.59
14835,0.33
14836,1.63
14837,1.68
14838,0.6
14841,0.2
14844,0.13
14845,0.53
14846,0.4
14849,0.9
14851,0.4
14853,0.86
14854,0.2
14855,0.3
14856,2.2
14859,1.8
14860,1.5
14864,0.5
14867,0.67
14868,1.5
14870,1.0
14871,0.6
14875,0.9
14880,0.88
14886,0.1
14889,1.09
14891,0.7
14894,1.2
14900,2.84
14903,1.3
14905,0.4
14907,1.1
14908,1.2
14909,0.3
14910,1.58
14911,1.09
14912,1.1
14913,0.9
14915,1.3
14916,1.1
14918,0.1
14919,0.3
14920,1.05
14924,0.7
14925,0.2
14926,0.2
14928,0.9
14937,0.3
14938,0.7
14940,0.7
14944,1.8
14950,0.66
14952,0.36
14955,0.5
14957,0.3
14960,1.5
14961,0.3
14962,0.39
14963,0.2
14964,1.0
14965,1.2
14966,0.9
14967,0.7
14968,0.7
14969,0.75
14970,1.0
14972,1.2
14976,1.1
14977,0.77
14979,0.78
14980,0.4
14981,0.4
14983,0.8
14984,0.47
14985,0.9
14986,0.5
14987,1.0
14988,0.7
14989,2.22
14991,1.25
14992,0.4
14993,0.4
14994,0.8
14995,1.05
14996,0.1
14998,0.9
14999,1.1
15000,0.4
15001,1.1
15002,1.0
15004,0.6
15006,1.2
15007,0.8
15009,1.08
15011,0.64
15012,0.3
15015,1.5
15017,0.58
15018,0.8
15019,0.2
15020,0.72
15022,0.2
15024,0.7
15029,0.65
15030,0.4
15037,0.2
15038,0.1
15039,1.0
15043,1.4
15044,0.6
15048,0.3
15053,1.54
15056,0.5
15058,1.4
15061,0.7
15062,0.8
15063,1.01
15067,0.5
15069,0.3
15070,0.99
15071,0.89
15073,0.94
15074,1.77
15075,1.32
15077,0.67
15078,0.3
15079,1.4
15081,0.8
15083,0.9
15084,0.9
15085,0.2
15086,1.2
15088,1.3
15089,0.7
15090,1.61
15092,1.4
15093,1.2
15094,0.6
15096,0.7
15097,0.7
15098,0.5
15100,0.98
15101,0.4
15107,0.8
15110,0.4
15111,0.4
15114,1.5
15118,1.53
15119,0.9
15121,0.9
15124,0.85
15125,1.6
15126,0.67
15127,1.37
15128,1.39
15129,0.7
15131,0.4
15136,0.31
15138,0.5
15142,1.0
15143,0.4
15144,0.9
15148,1.4
15149,1.73
15150,1.1
15153,2.14
15154,1.0
15164,0.57
15167,0.66
15168,1.9
15170,0.1
15171,1.11
15173,0.8
15176,0.4
15180,1.07
15181,1.7
15182,0.15
15184,1.7
15186,1.5
15187,0.11
15189,0.11
15196,0.7
15197,0.8
15199,1.74
15203,1.1
15204,0.7
15209,0.7
15214,0.26
15215,1.2
15217,1.91
15218,1.24
15219,0.5
15221,1.8
15222,0.4
15224,0.49
15225,1.6
15226,1.5
15228,1.0
15230,1.6
15234,0.4
15237,0.2
15238,0.1
15240,0.99
15241,2.7
15244,0.6
15247,0.3
15249,0.8
15253,0.4
15254,0.6
15255,1.4
15256,0.3
15257,1.6
15261,1.2
15262,0.4
15266,0.81
15268,1.5
15269,1.18
15270,1.4
15272,0.1
15273,1.4
15274,0.62
15276,0.31
15278,1.1
15279,0.2
15280,0.23
15282,1.3
15284,1.91
15287,0.8
15288,0.51
15289,1.41
15294,0.2
15298,1.6
15300,0.7
15302,0.2
15304,0.1
15305,1.3
15307,0.81
15310,0.1
15315,0.6
15317,1.0
15318,1.0
15319,0.13
15320,0.37
15321,0.3
15322,0.6
15323,1.0
15324,1.7
15325,0.3
15326,1.2
15328,0.2
15329,1.14
15330,0.3
15331,1.01
15334,0.92
15336,2.0
15337,1.4
15345,0.4
15346,0.3
15347,0.6
15349,0.8
15350,1.3
15351,1.6
15356,0.53
15357,0.1
15360,2.25
15361,0.4
15362,1.1
15363,1.26
15376,0.5
15379,3.0
15380,2.4
15381,1.4
15382,1.0
15383,0.2
15385,1.95
15389,2.0
15392,0.2
15393,0.4
15394,0.3
15397,0.7
15398,0.8
15399,1.2
15401,1.0
15402,1.1
15403,0.9
15404,1.2
15405,1.5
15406,1.1
15410,1.1
15412,1.89
15413,0.35
15414,0.7
15415,0.4
15416,1.0
15417,1.2
15418,0.43
15423,1.1
15424,0.6
15426,0.4
15428,2.1
15429,0.6
15432,0.3
15434,0.4
15435,1.1
15436,1.24
15438,0.8
15439,0.3
15440,0.3
15442,0.1
15443,0.2
15444,1.26
15445,1.66
15450,2.93
15451,0.8
15452,0.3
15453,0.5
15454,1.3
15456,0.4
15461,3.0
15463,0.7
15465,1.1
15467,0.1
15468,1.1
15472,1.5
15475,0.1
15476,1.6
15477,0.6
15481,0.4
15483,0.7
15486,2.01
15488,1.09
15489,0.4
15492,0.2
15493,0.3
15495,0.55
15496,1.01
15497,0.6
15499,1.1
15501,0.3
15502,0.6
15504,0.17
15505,1.6
15506,1.53
15507,0.4
15508,0.38
15509,0.4
15510,0.3
15511,0.59
15512,0.26
15514,1.1
15516,0.65
15517,1.52
15518,0.2
15519,0.6
15520,0.6
15521,0.7
15522,0.91
15524,0.9
15525,0.7
15527,1.3
15528,0.8
15529,1.3
15530,0.8
15531,0.4
15532,0.3
15535,0.3
15536,0.75
15537,0.3
15538,0.5
15539,1.4
15540,1.54
15541,0.8
15542,1.35
15543,1.0
15544,1.2
15545,0.3
15546,0.4
15547,0.7
15549,0.4
15550,1.4
15551,0.7
15552,1.9
15554,0.8
15555,2.1
15556,0.8
15559,0.56
15560,0.6
15561,0.7
15565,0.5
15566,1.44
15567,1.0
15568,1.1
15569,0.2
15570,0.81
15571,1.58
15573,0.4
15574,0.84
15575,1.8
15578,0.85
15579,0.3
15582,1.5
15584,0.3
15585,0.8
15587,0.6
15589,0.4
15590,1.6
15592,1.1
15594,1.0
15595,0.51
15596,0.35
15597,0.9
15598,0.3
15601,1.0
15603,1.47
15604,0.1
15606,0.3
15607,1.2
15609,0.4
15610,0.28
15611,0.7
15613,0.5
15614,1.8
15617,0.9
15618,0.4
15619,1.3
15620,0.1
15621,0.2
15622,0.7
15623,0.9
15626,0.2
15627,0.5
15629,0.5
15630,0.84
15632,0.4
15633,1.5
15634,1.2
15635,1.9
15638,0.89
15639,1.24
15643,0.9
15644,1.9
15645,0.5
15651,1.98
15653,1.63
15654,0.4
15656,0.2
15660,1.76
15662,1.65
15663,0.1
15667,0.55
15668,0.89
15673,0.3
15677,1.3
15679,0.43
15681,1.8
15683,1.1
15686,1.72
15687,1.5
15689,0.32
15690,0.4
15691,0.9
15692,0.2
15693,1.19
15694,0.1
15695,1.2
15698,0.3
15702,0.8
15704,1.63
15705,0.5
15707,1.1
15708,0.63
15711,0.1
15712,0.5
15713,1.1
15714,0.61
15715,0.5
15716,0.66
15718,0.2
15719,1.09
15723,0.37
15724,0.8
15726,0.8
15727,0.49
15729,0.5
15733,1.7
15734,1.29
15737,2.03
15739,0.59
15745,0.6
15746,0.3
15748,0.96
15750,0.11
15752,1.5
15754,1.95
15755,1.5
15759,1.56
15760,1.5
15761,0.4
15762,0.64
15764,0.5
15765,0.1
15766,2.0
15768,1.95
15771,0.2
15772,1.4
15773,1.3
15774,1.24
15776,0.4
15778,2.4
15782,0.29
15783,0.5
15785,1.5
15787,1.0
15789,1.0
15790,1.3
15791,0.4
15793,0.3
15795,0.6
15796,0.8
15797,0.54
15799,1.5
15800,1.56
15803,1.04
15806,0.3
15807,1.1
15809,0.7
15811,0.7
15812,1.5
15814,0.77
15816,0.52
15817,1.24
15818,1.0
15826,1.14
15828,0.6
15829,0.5
15830,0.5
15831,0.7
15838,0.61
15840,0.4
15842,1.0
15845,1.1
15846,0.65
15847,0.7
15849,0.81
15850,0.4
15851,0.6
15852,0.5
15862,1.4
15868,0.2
15869,2.2
15876,1.56
15878,0.4
15882,2.2
15883,3.2
15887,0.4
15888,0.3
15891,0.1
15893,0.11
15894,0.3
15895,0.1
15897,1.1
15899,0.5
15900,0.3
15901,0.3
15902,0.6
15903,0.61
15904,0.55
15905,0.4
15907,1.01
15910,0.75
15911,0.9
15914,1.8
15915,0.3
15917,0.5
15918,1.1
15919,0.2
15921,1.3
15923,0.5
15926,0.3
15927,0.31
15931,0.12
15933,0.1
15937,0.36
15939,1.15
15940,0.4
15941,0.4
15943,0.4
15944,0.3
15945,0.9
15948,1.6
15950,0.3
15952,0.7
15954,0.5
15955,1.1
15956,0.4
15957,0.93
15958,0.7
15959,0.62
15965,0.21
15966,2.6
15967,0.21
15969,0.55
15970,0.6
15972,0.3
15973,0.8
15974,0.3
15975,0.26
15978,0.6
15980,0.5
15981,0.8
15982,1.2
15983,0.91
15984,1.9
15985,0.3
15987,0.6
15988,0.7
15989,0.6
15990,1.05
15992,0.5
15993,0.54
15997,0.4
15998,0.6
15999,0.45
16001,2.14
16002,2.76
16003,0.7
16004,0.5
16007,0.6
16008,0.4
16010,1.5
16011,0.3
16017,1.4
16019,0.2
16020,1.0
16021,1.7
16023,0.5
16025,0.1
16026,0.2
16027,0.49
16028,1.15
16030,0.51
16034,0.9
16035,0.6
