,mag
17076,4.3
17078,4.6
17079,4.1
17084,3.9
17087,4.4
17102,4.8
17108,4.3
17112,4.1
17113,4.3
17114,4.4
17115,4.6
17118,5.1
17123,4.3
17125,4.6
17132,4.9
17133,4.6
17135,5.0
17136,4.7
17137,4.8
17141,4.2
17142,5.0
17145,4.5
17150,4.4
17153,4.7
17154,4.9
17157,4.4
17158,5.8
17172,3.6
17175,4.7
17180,5.2
17182,4.6
17188,4.6
17191,4.7
17192,4.3
17203,4.3
17208,4.3
17219,4.1
17224,4.4
17229,4.6
17231,4.1
17233,4.8
17236,4.8
17239,4.4
17245,4.1
17247,4.8
17248,4.7
17256,4.6
17257,4.6
17258,4.5
17260,4.5
17264,4.5
17268,4.1
17298,4.6
17304,4.5
17306,4.3
17323,4.1
17334,4.2
17339,4.0
17343,4.6
17348,4.1
17352,4.4
17353,4.4
17358,4.4
17360,3.8
17365,4.3
17367,4.1
17370,4.4
17372,4.3
17378,4.0
17380,5.6
17383,4.3
17394,4.2
17397,6.0
17398,4.3
17411,4.1
17425,4.0
17439,5.2
17441,4.5
17443,4.5
17444,4.0
17448,4.2
17466,4.3
17470,4.4
17471,4.6
17474,4.3
17480,5.2
17485,4.3
17487,5.1
17491,4.7
17503,4.7
17504,4.4
17516,4.1
17519,4.4
17524,4.0
17525,4.0
17526,4.6
17528,4.3
17531,5.3
17533,4.8
17548,4.7
17556,4.6
17562,4.6
17582,4.4
17585,4.3
17588,4.5
17596,4.6
17606,6.5
17607,4.0
17611,4.4
17612,5.1
17619,4.0
17621,4.1
17637,4.0
17640,3.6
17642,4.2
17649,4.9
17653,5.0
17660,4.2
17667,3.8
17694,4.6
17695,5.1
17727,4.2
17729,4.6
17732,4.6
17733,4.1
17734,4.5
17746,4.3
17747,3.7
17750,4.4
17751,4.0
17759,4.1
17763,4.5
17764,4.5
17773,4.6
17776,4.2
17780,4.2
17782,4.2
17783,4.3
17784,4.2
17785,4.5
17786,4.0
17792,4.3
17808,5.7
17825,4.3
17827,4.7
17836,4.0
17838,4.7
17841,4.2
17842,4.2
17844,4.9
17848,4.3
17851,4.4
17865,4.4
17873,4.2
17889,4.0
17892,4.1
17900,4.1
17907,4.5
17944,4.7
17956,4.1
17958,4.4
17959,4.4
17960,4.4
17962,4.1
17964,3.6
17973,4.8
17974,4.0
17979,4.5
17984,4.5
17992,4.2
18002,4.1
18008,4.8
18030,4.3
18031,4.2
18034,4.3
18042,5.0
18046,4.1
18064,4.1
18078,4.1
18085,4.1
18098,4.6
18137,4.4
18141,4.3
18146,4.7
18152,4.6
18156,4.1
18160,4.5
18161,4.4
18162,4.5
18163,4.4
18164,4.8
18169,4.1
18170,3.9
18171,4.5
18181,5.6
18189,4.5
18197,5.6
18202,4.0
18203,4.2
18218,4.2
18219,4.1
18221,4.2
18223,4.3
18231,5.1
18252,4.1
18290,4.4
18291,4.1
18301,4.8
18302,4.2
18304,4.7
18321,4.1
18333,4.6
18339,4.4
18340,4.4
18345,5.1
18385,3.8
18401,4.7
18411,4.1
18414,4.0
18423,4.1
18425,4.2
18438,5.3
18446,4.8
18449,4.4
18496,4.2
18498,4.4
18499,4.3
18533,4.6
18564,4.6
18591,4.8
18600,4.1
18602,4.0
18633,4.4
18666,4.0
18713,4.2
18724,4.5
18734,4.0
18735,4.6
18748,4.7
18753,4.6
18761,4.2
18765,4.5
18790,4.1
18798,4.14
18800,4.1
18806,4.3
18811,4.7
18812,4.0
18822,4.6
18825,4.1
18838,4.8
18843,4.2
18867,4.4
18871,5.1
18901,4.2
18915,4.1
18924,4.5
18959,3.9
18977,4.3
18982,3.9
19000,4.3
19010,4.4
19017,4.9
19067,4.6
19070,4.2
19074,4.4
19084,4.4
19097,4.6
19100,3.64
19106,4.8
19119,4.3
19122,5.1
19136,4.1
19137,3.57
19152,5.4
19160,4.2
19164,4.1
19168,4.6
19170,4.2
19173,4.0
19180,4.6
19182,4.3
19184,4.1
19209,4.2
19220,4.3
19237,4.2
19241,4.0
19266,4.3
19271,5.1
19281,4.4
19296,5.6
19327,4.5
19328,3.7
19351,4.2
19354,4.8
19360,4.0
19369,4.4
19375,4.2
19379,4.3
19388,4.9
19395,4.6
19411,4.1
19440,4.0
19445,4.1
19451,4.2
19481,5.2
19485,5.7
19500,4.1
19506,4.4
19517,4.1
19529,4.7
19533,4.4
19546,4.3
19549,4.8
19550,4.2
19551,4.9
19562,4.2
19569,4.5
19576,4.9
19619,4.7
19620,4.0
19625,4.2
19633,4.7
19651,4.1
19660,4.3
19672,4.7
19673,4.1
19676,4.3
19710,6.0
19724,4.0
19747,4.0
19752,4.4
19772,4.2
19781,4.4
19796,5.4
19797,4.3
19804,4.0
19823,4.6
19830,4.0
19834,4.4
19839,4.3
19842,4.5
19843,4.8
19849,4.1
19852,4.3
19869,4.1
19875,4.4
19881,4.2
19893,4.3
19895,4.3
19901,4.3
19906,5.0
19914,4.8
19920,4.2
19921,4.8
19922,4.3
19926,5.5
19931,4.6
19975,4.1
19976,4.3
19978,4.3
19979,4.3
19980,4.9
19982,4.0
19986,4.7
19989,6.3
19994,4.6
20001,4.0
20008,4.0
20032,4.1
20033,4.3
20043,3.6
20045,4.7
20049,4.3
20058,4.2
20060,4.2
20068,4.3
20069,4.6
20070,4.4
20072,4.1
20079,5.1
20080,4.6
20081,4.5
20085,4.6
20087,4.0
20107,5.2
20112,4.3
20116,4.3
20123,4.8
20135,4.1
20138,4.9
20139,4.1
20147,4.4
20152,5.1
20186,4.4
20196,4.1
20199,4.2
20205,4.3
20209,4.2
20213,5.3
20221,4.2
20224,4.7
20227,4.8
20235,4.2
20238,4.2
20241,4.1
20243,4.5
20247,4.3
20250,4.0
20253,4.3
20266,4.3
20274,4.3
20284,4.3
20309,4.2
20321,4.0
20323,4.1
20328,4.5
20329,5.2
20336,4.6
20343,4.0
20352,4.1
20359,4.6
20369,4.1
20379,4.0
20381,4.1
20388,4.5
20390,4.8
20395,3.8
20406,4.1
20411,4.5
20424,5.0
20426,4.0
20436,4.6
20442,4.2
20445,4.2
20446,4.0
20448,4.2
20455,4.8
20462,4.8
20463,4.7
20464,5.7
20470,5.0
20472,4.0
20473,4.0
20474,4.2
20491,4.2
20493,4.1
20494,4.4
20499,4.4
20505,5.0
20506,4.0
20511,4.1
20513,4.0
20515,4.5
20518,4.3
20519,5.6
20522,4.7
20525,5.2
20526,5.7
20527,4.5
20529,4.8
20541,4.1
20546,4.2
20560,4.1
20561,4.4
20566,4.2
20576,4.5
20582,3.6
20584,4.3
20586,4.1
20601,4.1
20604,4.0
20607,4.0
20623,4.2
20650,4.2
20658,4.8
20675,4.3
20685,4.4
20686,4.4
20693,4.4
20707,4.0
20713,4.1
20718,5.1
20726,4.6
20727,4.0
20741,5.1
20746,4.1
20748,4.4
20760,4.0
20764,6.3
20767,4.6
20769,4.4
20780,4.0
20792,4.9
20806,4.6
20807,4.6
20824,4.4
20834,4.3
20844,4.0
20848,4.4
20855,4.7
20860,4.3
20861,4.1
20863,4.4
20889,4.2
20893,4.2
20899,4.2
20908,4.6
20914,4.8
20917,5.4
20918,5.9
20923,4.3
20937,4.0
20941,4.3
20957,4.5
20959,4.2
20960,4.0
20961,4.2
20962,4.1
20963,4.4
20968,4.1
20969,4.4
20986,4.0
20996,5.0
20999,4.1
21000,4.0
21002,4.6
21006,4.2
21007,4.8
21018,4.1
21020,4.4
21021,5.2
21032,4.8
21042,4.0
21043,4.7
21050,4.0
21051,4.6
21052,4.1
21058,4.1
21059,3.9
21066,3.9
21069,4.4
21074,3.9
21077,4.2
21081,4.8
21084,4.4
21086,4.2
21089,4.5
21093,4.0
21095,4.2
21096,4.6
21106,4.6
21115,4.6
21118,4.5
21119,4.0
21121,4.9
21122,4.7
21123,5.6
21124,4.5
21125,4.6
21127,5.2
21133,6.2
21134,5.1
21140,4.2
21145,4.1
21151,4.2
21155,4.6
21179,4.5
21181,4.3
21191,4.6
21208,4.5
21210,4.6
21212,4.5
21218,4.6
21234,4.0
21246,4.3
21252,4.1
21257,4.1
21285,4.3
21300,4.6
21309,4.3
21311,5.3
21316,4.9
21321,4.7
21323,4.6
21328,4.0
21329,4.0
21331,4.4
21337,3.8
21340,4.4
21344,4.3
21353,4.6
21356,4.3
21357,4.4
21360,4.6
21361,4.0
21362,5.2
21371,4.0
21375,4.4
21376,4.3
21377,4.1
21384,4.6
21386,4.9
21392,4.6
21395,4.3
21403,3.9
21405,4.3
21413,4.3
21414,4.4
21417,4.6
21419,4.9
21420,4.0
21425,4.3
21426,4.5
21429,4.4
21431,4.3
21432,4.4
21435,4.3
21436,4.2
21447,4.7
21448,4.3
21449,4.6
21450,4.3
21451,4.2
21452,4.0
21453,4.5
21455,4.7
21459,4.6
21460,4.5
21461,4.7
21462,4.3
21464,4.5
21465,4.8
21468,4.7
21471,5.1
21474,4.5
21475,4.4
21477,3.8
21478,4.7
21482,4.8
21483,4.8
21484,5.2
21486,4.7
21487,4.4
21488,4.8
21490,4.8
21491,5.1
21492,5.5
21493,4.4
21494,4.4
21496,4.6
21497,4.7
21499,4.6
21501,4.8
21502,4.9
21503,4.6
21504,4.8
21506,4.7
21508,6.4
21514,4.0
21518,4.1
21521,4.1
21528,4.5
21532,4.4
21536,4.2
21550,4.1
21564,4.1
21568,4.4
21569,4.7
21573,4.8
21581,4.0
21582,4.4
21590,3.7
21609,4.3
21630,4.4
21661,4.6
21666,4.4
21677,4.0
21678,4.4
21680,4.0
21688,4.0
21689,4.0
21692,4.2
21694,5.0
21701,5.8
21705,4.2
21712,4.4
21718,4.4
21741,4.4
21748,5.6
21750,4.5
21753,5.1
21757,4.4
21766,4.6
21768,5.0
21775,4.1
21786,4.2
21788,4.5
21792,4.8
21793,5.4
21797,4.3
21799,4.2
21812,4.2
21815,4.2
21820,4.3
21826,4.3
21828,4.3
21840,4.1
21844,4.2
21847,3.6
21848,4.5
21868,4.1
21869,4.0
21885,4.2
21887,4.5
21892,4.2
21903,4.1
21906,4.6
21918,4.6
21923,4.3
21943,4.4
21944,4.6
21961,4.5
21965,4.0
21985,4.3
21988,4.2
22014,4.0
22032,4.2
22046,4.6
22053,4.9
22054,4.2
22059,4.9
22061,5.5
22067,4.6
22071,4.3
22077,4.0
22078,4.8
22087,4.4
22094,4.6
22099,4.7
22108,4.5
22118,5.8
22121,4.3
22122,4.5
22123,4.0
22130,4.7
22133,5.2
22134,4.0
22138,4.4
22140,4.4
22141,4.2
22144,4.6
22159,5.8
22162,4.0
22173,3.7
22179,4.7
22185,3.8
22190,4.1
22191,4.0
22220,4.6
22226,4.2
22229,3.9
22233,4.9
22250,4.5
22255,4.2
22295,5.8
22306,4.1
22316,4.4
22323,4.7
22324,4.1
22325,5.1
22326,4.0
22328,5.8
22330,4.2
22334,4.5
22341,4.3
22346,4.5
22348,4.4
22349,4.7
22352,4.7
22355,3.6
22364,4.7
22369,4.6
22382,4.4
22384,4.3
22386,4.6
22387,4.6
22391,4.3
22398,5.0
22404,4.9
22407,4.8
22410,4.5
22414,4.2
22427,4.5
22429,4.7
22435,4.4
22445,4.6
22447,4.2
22450,4.4
22452,4.4
22459,4.2
22467,4.7
22472,4.6
22473,4.1
22475,4.7
22485,4.2
22514,4.1
22517,5.0
22520,4.6
22534,4.5
22539,4.7
22541,4.7
22549,4.2
22574,4.7
22577,4.4
22594,4.6
22599,4.6
22627,4.4
22631,4.2
22637,4.8
22650,4.1
22656,4.0
22659,4.4
22673,4.4
22678,4.7
22696,4.3
22705,4.2
22706,4.0
22717,4.5
22718,4.5
22721,4.39
22725,5.4
22733,4.8
22736,4.5
22739,4.3
22740,4.1
22741,4.4
22746,4.2
22747,4.4
22749,4.9
22771,4.1
22774,5.0
22777,4.7
22781,5.2
22782,4.5
22789,4.5
22790,4.3
22795,4.3
22803,4.5
22806,4.8
22814,4.1
22816,4.0
22817,4.1
22821,4.5
22824,4.0
22826,4.1
22827,4.0
22831,4.1
22832,4.8
22833,4.7
22834,4.4
22837,5.1
22839,4.6
22841,5.1
22842,5.0
22843,6.4
22844,4.4
22845,4.3
22850,4.8
22856,4.0
22860,4.1
22862,4.6
22867,4.1
22871,4.2
22873,4.4
22874,4.5
22875,3.9
22880,4.6
22883,4.7
22890,4.2
22893,4.5
22897,5.2
22898,4.0
22903,4.2
22910,4.2
22912,4.9
22917,5.1
22922,4.4
22923,4.0
22924,4.3
22928,4.5
22932,4.8
22937,4.7
22939,4.9
22945,4.1
22947,4.1
22948,4.6
22950,4.4
22953,4.1
22955,4.5
22956,4.6
22957,4.8
22959,4.7
22960,4.1
22963,4.5
22964,4.9
22965,5.0
22966,4.5
22968,6.7
22969,4.6
22983,4.2
23002,4.3
23011,4.6
23014,4.2
23025,4.3
23027,4.2
23032,4.6
23036,4.5
23042,4.9
23048,4.5
23050,4.5
23055,4.7
23056,4.5
23059,4.5
23060,4.4
23061,4.3
23065,4.1
23078,4.8
23087,4.6
23089,4.1
23104,4.0
23108,4.1
23136,4.8
23154,4.0
23167,4.1
23172,4.0
23183,5.0
23192,4.3
23194,4.6
23195,4.8
23198,6.3
23204,4.4
23207,4.2
23212,4.7
23233,4.6
23234,4.6
23236,4.2
23237,4.4
23238,4.7
23239,4.9
23241,4.6
23247,4.3
23265,4.0
23280,4.0
23292,3.92
23301,5.1
23315,3.9
23337,4.2
23341,5.4
23342,5.3
23345,4.2
23354,4.9
23356,4.8
23358,5.3
23359,4.2
23364,4.7
23366,4.0
23368,6.1
23380,4.6
23389,4.1
23394,3.7
23399,4.8
23409,4.8
23414,4.4
23420,4.3
23426,4.2
23441,4.1
23449,4.5
23457,4.2
23464,4.1
23475,4.3
23480,4.3
23483,4.4
23487,4.7
23493,4.9
23502,4.1
23503,4.3
23509,4.2
23510,4.9
23526,4.6
23528,4.3
23538,4.6
23552,4.6
23570,4.0
23571,4.9
23573,4.6
23577,4.1
23586,4.5
23597,4.3
23608,5.5
23633,4.6
23635,4.0
23645,4.0
23646,4.5
23654,4.0
23670,4.3
23686,4.2
23707,4.7
23708,4.5
23727,4.2
23731,4.1
23748,4.5
23750,4.5
23770,4.2
23773,5.1
23775,4.2
23795,4.1
23814,4.4
23830,4.5
23831,4.5
23839,4.8
23845,4.5
23849,4.2
23861,4.2
23881,4.5
23882,4.6
23883,5.5
23885,4.4
23887,4.6
23889,4.7
23906,6.3
23917,4.4
23932,4.2
23934,4.4
23939,5.4
23940,4.7
23966,3.8
23974,4.3
23975,4.6
23981,4.4
23985,4.6
23999,5.1
24003,4.6
24005,4.4
24040,3.7
24041,4.1
24045,4.5
24052,4.39
24062,4.9
24063,4.5
24065,4.7
24067,4.8
24116,4.6
24120,4.2
24145,4.3
24149,5.0
24155,4.8
24157,5.6
24158,4.0
24161,4.7
24169,4.8
24172,4.1
24178,4.5
24183,4.6
24185,4.3
24201,4.1
24208,4.3
24218,4.6
24222,4.7
24227,4.5
24237,4.2
24241,4.3
24248,4.5
24249,4.6
24254,4.7
24264,4.4
24269,4.2
24278,4.0
24279,4.6
24291,4.6
24300,4.0
24309,4.4
24320,3.6
24322,4.9
24346,4.1
24383,4.6
24385,4.4
24386,4.0
24396,3.7
24404,6.1
24420,4.6
24422,5.0
24424,4.2
24437,4.6
24459,4.7
24467,4.1
24480,4.7
24488,3.9
24489,4.3
24494,4.0
24498,4.8
24500,4.4
24508,4.2
24511,4.2
24513,4.2
24516,4.2
24527,4.5
24534,4.1
24536,4.0
24544,4.7
24562,4.6
24577,4.7
24578,4.3
24593,4.4
24595,4.3
24614,4.6
24617,4.0
24618,4.2
24625,4.4
24638,4.5
24647,4.7
24663,3.8
24678,4.9
24688,4.5
24690,4.5
24691,5.9
24692,5.0
24697,3.6
24700,4.4
24712,3.6
24716,4.5
24720,3.7
24737,4.8
24741,4.7
24750,4.6
24752,4.9
24756,5.1
24757,4.7
24758,4.5
24760,4.7
24772,4.2
24779,4.2
24785,4.0
24787,4.5
24797,3.7
24798,3.6
24817,4.1
24819,4.0
24838,4.2
24844,4.4
24848,4.5
24873,4.2
24877,4.4
24882,3.8
24884,4.3
24887,6.8
24915,4.6
24930,4.8
24938,4.1
24940,4.2
24963,4.4
24967,5.8
24975,4.2
24986,4.1
24995,4.0
25019,3.6
25020,3.6
25025,5.6
25035,4.3
25049,4.2
25061,4.7
25062,4.4
25077,5.1
25078,3.7
25079,4.8
25080,4.3
25081,5.1
25082,4.5
25086,4.6
25090,4.5
25092,4.9
25110,4.4
25114,5.3
25128,5.0
25129,4.7
25134,3.8
25139,4.7
25146,4.2
25153,4.3
25154,4.5
25155,4.2
25159,4.2
25170,4.3
25173,4.1
25180,4.2
25202,4.7
25206,4.8
25208,4.5
25241,4.3
25257,4.1
25258,4.4
25260,4.3
25266,4.1
25270,4.2
25274,4.2
25290,4.1
25303,4.2
25304,4.0
25323,4.5
25324,4.7
25329,5.3
25330,4.1
25340,4.2
25344,4.0
25365,5.2
25380,4.3
25387,4.2
25401,4.1
25410,4.1
25419,4.2
25422,4.4
25426,4.3
25432,4.3
25435,4.3
25439,4.3
25465,4.4
25478,4.6
25479,4.6
25484,4.1
25488,4.7
25494,4.2
25498,4.0
25503,4.5
25518,3.9
25519,4.1
25520,4.0
25522,5.2
25528,4.4
25546,4.1
25559,4.5
25565,4.1
25569,3.7
25595,5.1
25602,4.9
25606,4.7
25614,4.0
25631,4.8
25636,4.5
25645,4.5
25656,4.7
25663,5.3
25665,4.9
25670,4.1
25683,5.0
25686,4.3
25695,4.0
25698,4.4
25703,4.6
25708,4.6
25712,5.7
25724,4.3
25727,4.7
25742,4.5
25745,4.2
25747,3.9
25749,5.4
25753,4.5
25754,5.0
25779,4.2
25781,4.2
25795,4.1
25796,4.2
25798,4.7
25804,4.1
25806,4.6
25808,5.1
25811,4.2
25812,4.8
25820,4.3
25824,4.0
25828,4.4
25831,4.6
25846,4.0
25858,4.4
25860,4.5
25871,4.6
25874,4.3
25877,4.6
25886,4.4
25890,4.5
25897,5.0
25899,3.9
25903,4.3
25926,5.1
25945,3.6
25957,4.3
25959,4.5
25969,3.9
25979,4.5
25983,5.3
25993,5.3
25998,4.5
26001,4.4
26002,5.0
26016,3.6
26026,4.4
26037,4.4
26038,5.1
26045,4.4
26053,4.2
26058,4.4
26060,5.6
26083,4.7
26090,4.5
26092,4.4
26102,4.5
26104,4.5
26134,4.4
26137,4.1
26140,4.7
26142,5.6
26145,4.2
26147,4.5
26151,4.7
26163,4.1
26166,4.3
26168,4.7
26173,3.9
26177,4.7
26181,4.5
26184,4.7
26199,4.9
26209,3.9
26216,4.8
26220,4.2
26225,4.7
26226,4.2
26230,6.3
26257,3.9
26290,4.5
26302,4.4
26303,4.3
26310,4.6
26314,4.1
26385,3.78
26396,4.3
26397,4.3
26405,4.0
26453,4.4
26473,4.2
26481,4.6
26516,3.7
26533,4.0
26535,4.9
26539,4.8
26540,4.4
26543,4.0
26545,5.1
26548,5.7
26558,4.0
26560,4.2
26568,4.2
26587,4.0
26590,4.2
26595,4.0
26602,4.7
26612,5.0
26617,4.2
26622,3.7
26650,4.3
26654,4.4
26664,4.6
26675,4.2
26694,4.4
26719,4.2
26725,4.4
26727,4.5
26728,4.6
26742,4.3
26743,4.1
26763,4.9
26766,5.1
26774,4.1
26775,4.4
26776,4.4
26777,4.6
26787,4.1
26791,4.8
26792,4.4
26795,4.6
26798,4.7
26806,4.2
26822,4.3
26833,4.0
26844,4.1
26847,4.4
26849,4.0
26856,4.0
26860,4.6
26878,4.3
26880,5.1
26888,5.2
26907,4.9
26910,4.3
26915,4.6
26917,4.2
26933,3.9
26937,4.0
26939,5.1
26941,6.0
26964,4.5
26972,6.5
26978,5.8
26985,4.5
26992,4.1
27013,4.0
27021,4.9
27023,5.4
27034,4.0
27037,5.1
27041,4.0
27050,4.6
27051,5.3
27052,4.5
27080,4.5
27082,4.6
27092,4.4
27097,5.3
27101,4.1
27104,4.4
27105,4.9
27108,4.3
27113,5.2
27114,4.6
27117,5.0
27118,6.2
27124,3.7
27133,5.0
27144,3.6
27154,4.1
27160,4.6
27162,4.1
27168,4.3
27175,3.8
27186,4.3
27197,4.2
27199,4.1
27211,4.4
27235,4.1
27297,4.0
27299,4.3
27308,3.9
27349,4.4
27351,4.2
27369,4.2
27390,3.9
27392,4.3
27395,4.3
27415,4.7
27458,4.4
27461,4.5
27469,4.6
27471,4.6
27478,4.8
27497,4.6
27501,4.1
27512,4.1
27513,4.4
27517,4.4
27523,4.6
27593,4.4
27601,4.2
27608,4.5
27610,4.3
27614,4.4
27616,4.6
27618,5.1
27644,4.2
27661,4.0
27670,4.5
27672,4.4
27684,4.5
27703,4.1
27726,4.3
27746,5.0
27747,4.3
27754,4.6
27763,4.3
27774,4.3
27778,4.2
27789,4.1
27790,3.6
27791,5.3
27792,4.5
27797,4.6
27798,4.8
27802,5.2
27804,4.2
27814,4.8
27816,5.3
27831,4.7
27833,4.5
27835,4.6
27836,4.1
27840,4.5
27841,4.3
27842,4.3
27874,4.7
27894,4.5
27900,4.5
27911,4.5
27923,4.4
27925,4.3
27926,5.1
27931,4.7
27940,4.2
27947,5.0
27955,4.6
27976,4.2
27980,4.4
27983,4.4
27984,4.7
27985,4.6
27986,4.2
27988,4.4
27990,4.3
27991,4.4
27997,4.5
28001,4.4
28002,4.6
28004,4.4
28008,4.8
28021,4.6
28022,4.3
28028,4.3
28049,4.0
28050,4.2
28074,4.5
28109,4.1
28125,4.1
28145,4.4
28152,4.6
28181,4.2
28208,4.6
28221,4.6
28222,4.4
28235,4.3
28245,4.2
28249,4.0
28267,4.7
28306,4.4
28308,4.1
28310,4.4
28311,4.1
28317,4.1
28319,4.6
28323,4.5
28329,4.3
28336,4.1
28348,4.5
28349,4.3
28353,4.8
28367,4.3
28371,4.3
28393,4.0
28395,4.5
28402,4.3
28406,4.3
28412,4.4
28415,4.4
28422,4.0
28431,4.0
28432,4.0
28433,4.7
28444,4.2
28449,4.5
28454,4.3
28455,4.6
28457,4.9
28461,4.7
28475,4.0
28495,3.9
28498,4.7
28514,4.5
28520,5.4
28532,4.7
28555,4.4
28556,4.7
28565,4.3
28568,4.0
28603,4.4
28625,4.1
28630,4.9
28645,4.2
28658,4.4
28659,4.0
28663,5.2
28667,4.8
28672,4.3
28673,4.1
28679,5.1
28683,3.8
28696,5.2
28697,4.1
28698,4.3
28699,5.1
28714,3.9
28748,4.3
28750,4.6
28769,4.4
28774,4.5
28785,4.1
28791,4.1
28799,4.6
28800,4.3
28808,4.1
28814,4.6
28816,4.3
28817,4.0
28826,4.4
28832,4.2
28842,4.4
28882,4.6
28887,4.4
28924,4.3
28935,4.2
28937,4.5
28939,4.1
28956,4.7
28963,4.4
28969,4.9
28972,4.2
28978,4.0
28988,4.4
28989,4.1
28991,4.5
28996,5.0
29000,4.1
29006,4.4
29025,5.0
29035,5.0
29047,4.2
29051,4.2
29058,4.4
29066,4.1
29108,4.6
29111,4.4
29115,4.3
29118,4.5
29119,4.1
29122,4.3
29133,4.2
29135,4.9
29138,4.3
29155,4.8
29159,4.5
29161,4.2
29169,4.6
29170,4.1
29172,6.1
29198,4.8
29209,4.1
29249,4.4
29255,4.2
29260,4.9
29267,4.9
29272,3.9
29291,4.0
29310,4.4
29344,4.7
29351,5.0
29362,4.5
29366,4.3
29368,4.2
29369,4.6
29383,5.0
29385,4.1
29387,4.5
29392,4.5
29398,4.5
29403,4.3
29405,4.4
29407,4.9
29410,4.0
29421,4.1
29426,4.0
29434,4.2
29441,4.2
29444,4.4
29453,4.3
29461,4.5
29463,4.2
29471,4.3
29472,4.5
29474,4.3
29492,4.1
29506,4.5
29512,5.4
29520,4.4
29523,4.4
29525,4.2
29533,4.6
29534,4.2
29537,4.3
29538,4.5
29539,4.6
29540,4.7
29543,4.3
29551,4.6
29559,4.2
29560,4.2
29566,5.1
29568,4.3
29584,4.6
29585,4.7
29592,4.9
29593,4.3
29602,4.1
29620,4.4
29632,4.1
29639,4.0
29655,4.2
29676,4.4
29677,5.9
29678,4.2
29680,4.2
29689,4.2
29690,4.3
29742,4.0
29771,4.3
29775,5.4
29778,4.5
29779,4.1
29782,4.5
29783,4.5
29789,4.6
29793,4.1
29795,4.5
29796,4.1
29804,4.6
29807,5.1
29812,5.0
29813,4.3
29817,4.7
29826,4.5
29832,4.3
29836,4.5
29838,4.0
29842,4.1
29843,4.4
29844,4.1
29868,4.4
29872,4.8
29874,4.7
29883,4.8
29884,4.7
29886,4.3
29890,6.5
29892,4.7
29896,4.0
29899,4.4
29904,5.0
29919,4.0
29921,4.0
29935,4.2
29936,4.1
29940,4.6
29947,5.0
29949,4.6
29964,4.5
29986,4.9
30002,4.4
30004,4.6
30009,4.3
30011,4.1
30015,4.2
30016,4.8
30020,4.5
30025,4.3
30030,4.6
30036,4.5
30039,4.5
30042,4.4
30055,4.2
30057,4.6
30058,3.9
30061,4.2
30065,5.0
30071,4.6
30076,4.3
30078,4.6
30080,4.7
30081,4.5
30088,4.5
30098,4.3
30100,4.5
30103,4.6
30104,4.5
30114,4.2
30119,4.8
30122,5.0
30133,4.2
30134,3.9
30143,4.7
30144,3.8
30146,4.0
30159,4.2
30161,4.9
30162,4.2
30163,5.3
30185,4.0
30187,4.4
30193,4.8
30195,4.0
30199,4.8
30202,4.8
30218,3.8
30242,4.8
30245,4.5
30250,4.7
30254,4.5
30256,4.6
30266,4.4
30274,4.3
30278,4.4
30280,4.7
30284,4.5
30287,4.4
30289,4.3
30306,4.5
30316,4.5
30317,4.5
30319,4.5
30322,4.3
30323,4.4
30324,4.2
30325,3.9
30326,4.6
30327,4.1
30340,4.2
30343,4.6
30362,4.4
30372,4.8
30419,4.2
30423,4.3
30438,4.1
30443,4.1
30446,4.1
30459,4.5
30467,4.1
30469,3.7
30484,4.1
30485,4.3
30486,4.7
30495,4.3
30524,4.6
30554,4.8
30556,4.7
30582,5.6
30586,5.3
30593,4.7
30601,5.4
30602,4.2
30605,4.6
30606,4.5
30609,4.4
30610,4.4
30613,4.7
30614,4.5
30618,4.8
30622,4.8
30623,4.4
30638,4.5
30664,4.1
30666,3.8
30667,4.7
30671,4.4
30676,4.1
30678,4.5
30679,4.4
30682,4.4
30685,4.7
30687,5.3
30693,4.0
30697,5.4
30707,5.3
30708,5.2
30713,4.3
30717,4.7
30721,4.0
30724,3.9
30730,3.7
30734,5.1
30742,4.2
30743,4.3
30747,4.2
30748,3.9
30765,4.7
30776,5.6
30789,4.2
30790,4.6
30793,4.4
30795,4.6
30801,4.2
30804,4.6
30806,4.0
30807,4.5
30808,4.4
30809,4.5
30811,4.5
30813,4.7
30814,4.5
30816,4.7
30821,4.8
30823,4.9
30830,4.4
30831,4.4
30832,4.2
30849,4.8
30859,4.1
30864,4.7
30873,3.9
30875,5.0
30876,4.4
30880,4.4
30881,4.2
30882,4.8
30892,4.1
30896,4.1
30898,4.2
30908,4.6
30913,4.4
30914,4.5
30917,4.6
30918,4.6
30919,4.7
30937,4.4
30940,4.9
30943,4.4
30950,4.2
30954,4.9
30955,4.3
30957,4.4
30960,4.4
30963,4.2
30984,4.2
30990,4.3
30993,4.8
30994,4.5
30997,4.1
31002,4.5
31004,5.0
31005,4.6
31009,4.2
31012,4.6
31014,4.6
31016,4.6
31025,4.4
31026,4.7
31027,4.6
31029,4.6
31031,5.3
31034,4.1
31035,4.6
31038,4.4
31042,5.1
31059,4.0
31062,4.3
31063,4.6
31064,4.8
31066,4.5
31068,4.2
31072,4.7
31073,4.3
31075,4.0
31080,4.3
31084,4.6
31085,4.2
31089,4.4
31090,4.7
31093,4.3
31094,4.3
31105,4.0
31109,4.4
31112,4.7
31113,3.6
31116,4.3
31129,4.5
31132,5.0
31133,5.4
31137,4.3
31138,5.0
31140,4.4
31143,4.7
31146,4.2
31148,4.5
31149,5.0
31150,3.9
31154,4.3
