,mag
2580,4.4
2581,4.9
2586,4.3
2591,4.4
2592,4.3
2593,4.7
2594,4.4
2598,4.6
2603,4.9
2608,4.6
2624,4.0
2630,4.5
2655,3.9
2664,4.7
2665,4.4
2671,4.4
2672,4.3
2673,4.5
2678,4.0
2680,4.2
2684,4.9
2685,4.4
2687,4.4
2689,4.1
2693,4.6
2698,4.3
2702,5.7
2705,5.8
2711,4.2
2714,4.3
2718,4.3
2719,4.6
2726,4.4
2730,5.1
2744,4.0
2752,4.4
2753,5.5
2755,4.2
2766,4.0
2810,4.1
2813,4.8
2824,4.3
2825,4.6
2841,4.3
2857,4.3
2861,4.5
2904,4.6
2905,4.4
2908,4.1
2910,4.3
2912,4.4
2916,5.6
2942,4.6
2943,4.1
2960,4.2
2962,4.4
2968,4.5
2978,4.2
2979,5.5
2982,4.2
2983,3.8
2986,4.0
2987,4.3
2993,4.6
3000,4.7
3006,4.4
3010,4.3
3013,4.4
3040,4.4
3050,4.3
3052,4.8
3059,4.0
3068,4.9
3069,4.1
3072,4.0
3075,5.1
3081,4.9
3084,4.6
3103,4.0
3112,4.2
3113,4.8
3118,4.1
3119,4.6
3121,4.9
3132,4.5
3138,4.6
3140,4.7
3142,3.9
3149,4.4
3154,4.5
3180,4.3
3186,4.1
3208,3.7
3213,5.2
3215,4.7
3220,4.4
3235,4.3
3236,4.6
3245,4.6
3246,4.5
3266,4.2
3278,4.1
3279,4.4
3283,4.3
3285,4.6
3301,4.1
3304,4.2
3308,6.1
3313,4.4
3322,4.5
3323,4.5
3326,4.0
3329,4.5
3333,4.5
3341,4.6
3370,4.6
3389,4.6
3401,4.4
3404,4.9
3406,4.6
3411,4.7
3415,4.4
3416,4.5
3425,4.2
3429,4.6
3436,5.2
3440,4.6
3448,4.3
3457,4.5
3459,4.5
3466,3.6
3467,4.1
3474,3.8
3486,4.1
3525,4.0
3529,4.5
3534,4.5
3546,4.2
3553,4.2
3566,4.0
3569,4.0
3573,4.9
3575,4.2
3582,4.3
3589,4.2
3590,4.2
3591,4.0
3592,6.1
3610,4.2
3614,4.8
3630,4.3
3634,4.2
3639,4.3
3640,4.5
3643,4.8
3646,4.5
3650,4.1
3683,4.4
3723,4.5
3727,5.1
3728,5.1
3733,4.7
3734,4.7
3737,4.1
3744,4.3
3748,4.5
3754,4.9
3762,3.6
3763,4.5
3770,4.1
3779,4.5
3780,4.6
3783,3.9
3786,4.1
3790,4.9
3802,4.2
3807,4.5
3811,4.1
3823,4.4
3827,4.1
3828,4.1
3853,4.3
3864,4.3
3877,4.0
3888,4.3
3890,4.4
3891,4.3
3892,4.6
3893,4.0
3894,4.5
3898,4.7
3905,4.1
3908,4.1
3916,4.1
3926,4.0
3928,4.7
3929,4.8
3934,4.4
3935,4.6
3940,4.7
3941,4.0
3957,4.1
3972,4.2
3973,4.5
3990,4.8
3997,4.8
3998,3.8
4001,4.4
4003,4.6
4034,4.1
4037,4.5
4040,4.1
4061,4.7
4063,4.3
4064,4.1
4077,4.4
4090,4.4
4096,4.7
4100,4.0
4103,3.9
4121,4.6
4123,4.6
4124,4.8
4125,4.5
4131,4.4
4137,4.3
4138,4.2
4139,4.1
4148,4.6
4150,4.2
4157,4.6
4161,5.3
4170,4.2
4173,4.4
4174,4.2
4184,4.3
4185,4.3
4191,4.3
4202,4.6
4209,4.2
4210,4.6
4213,4.6
4217,4.2
4227,4.3
4230,4.6
4240,4.2
4252,4.8
4254,4.2
4256,4.5
4262,5.2
4276,4.7
4279,4.6
4285,4.5
4289,4.5
4306,4.7
4316,4.1
4325,4.4
4341,4.6
4370,4.4
4373,4.2
4384,4.3
4405,4.6
4406,4.4
4407,4.6
4410,4.7
4414,4.5
4422,4.1
4430,4.5
4431,4.1
4449,4.6
4454,4.2
4460,4.1
4461,4.0
4463,4.5
4503,4.2
4512,4.2
4513,4.6
4521,4.4
4529,4.5
4533,4.4
4541,4.1
4548,5.0
4551,4.5
4562,4.5
4568,4.6
4574,4.5
4581,4.5
4583,4.8
4587,4.2
4599,4.3
4620,4.8
4637,4.7
4640,4.8
4654,4.3
4657,4.0
4669,4.2
4672,4.6
4685,4.5
4720,4.0
4723,4.1
4737,4.1
4741,4.3
4764,5.0
4768,3.63
4770,3.6
4772,5.5
4793,4.6
4799,4.2
4823,5.0
4828,4.2
4834,5.0
4840,4.6
4847,4.0
4863,4.1
4865,5.1
4875,4.1
4878,4.1
4886,4.6
4899,4.5
4901,4.2
4911,4.3
4915,4.6
4923,4.2
4939,4.2
4940,4.4
4950,4.6
4957,4.7
4970,4.3
4974,4.3
4993,4.0
5005,4.7
5010,4.6
5020,4.6
5024,4.4
5030,4.5
5035,4.4
5043,3.8
5051,4.5
5064,4.43
5068,4.5
5079,5.2
5081,4.5
5095,4.1
5133,4.2
5146,4.0
5156,4.0
5161,4.1
5163,4.0
5175,4.0
5197,4.1
5212,4.2
5216,4.3
5218,4.0
5234,4.5
5252,4.6
5254,4.0
5255,4.8
5257,4.6
5259,4.6
5266,4.8
5281,4.7
5282,5.0
5292,4.5
5300,4.7
5309,4.6
5319,4.2
5320,5.3
5328,4.9
5338,4.5
5347,4.6
5351,4.2
5357,4.5
5366,4.6
5390,4.4
5401,4.2
5402,4.1
5413,4.5
5448,4.3
5465,4.0
5469,4.5
5478,4.0
5533,4.1
5543,4.8
5548,3.8
5554,4.3
5566,3.9
5591,4.4
5595,4.5
5616,4.7
5633,4.6
5641,4.5
5661,4.5
5662,4.5
5669,4.8
5670,4.7
5691,4.4
5698,4.2
5719,4.1
5746,4.5
5789,3.7
5792,3.6
5809,4.2
5845,4.2
5854,4.4
5894,6.4
5909,4.3
5916,4.0
5934,3.7
5943,4.2
5945,4.5
5969,4.4
5973,4.8
5989,4.6
6004,4.2
6011,4.0
6117,4.5
6120,4.1
6130,4.5
6132,4.0
6133,4.6
6136,4.5
6139,4.0
6141,4.4
6151,4.3
6156,4.3
6158,4.6
6160,3.9
6163,4.7
6168,5.0
6170,4.2
6173,4.1
6180,4.7
6181,3.7
6182,4.5
6185,3.7
6187,4.2
6188,4.1
6192,4.1
6193,4.2
6224,4.1
6231,4.7
6240,4.1
6245,4.8
6246,4.3
6252,4.1
6257,4.3
6289,4.1
6303,4.6
6304,3.6
6311,4.6
6312,5.0
6313,4.8
6314,4.4
6319,4.7
6321,4.4
6324,4.5
6329,4.3
6337,4.4
6338,4.4
6350,4.5
6363,5.5
6365,4.5
6367,5.0
6377,4.8
6383,4.6
6390,4.5
6391,4.7
6407,4.2
6414,4.3
6440,4.5
6443,4.2
6449,5.0
6453,4.5
6454,4.9
6459,4.0
6472,4.5
6474,4.1
6477,4.3
6479,4.3
6489,4.6
6495,4.4
6500,4.0
6505,4.1
6509,4.3
6511,4.6
6513,4.1
6521,4.4
6537,4.3
6547,4.6
6555,5.3
6571,4.3
6592,4.4
6604,4.8
6607,4.6
6609,4.5
6611,4.4
6613,4.4
6615,4.3
6617,4.3
6622,4.5
6635,4.0
6639,4.3
6650,4.7
6666,4.4
6669,4.8
6684,4.8
6697,4.8
6708,4.5
6709,4.6
6719,4.0
6733,4.2
6747,4.3
6758,3.8
6761,4.0
6783,4.3
6785,5.6
6788,4.4
6805,4.8
6826,4.3
6838,4.2
6839,4.6
6850,4.2
6856,4.6
6878,4.5
6882,5.4
6907,4.6
6913,3.7
6914,5.0
6931,4.6
6941,4.6
6950,4.2
6951,5.0
6953,4.6
6967,4.7
6970,4.1
6974,4.2
6990,4.2
7000,5.0
7010,4.3
7014,5.0
7022,5.8
7027,4.6
7028,3.8
7032,4.3
7038,3.7
7044,5.0
7071,4.1
7092,4.5
7103,4.1
7109,4.7
7114,4.7
7126,4.5
7134,4.2
7135,4.2
7136,4.2
7138,4.6
7146,4.6
7147,4.0
7153,5.3
7166,4.4
7170,5.0
7181,4.6
7185,4.2
7188,4.6
7207,4.2
7210,4.8
7232,4.7
7235,4.0
7239,4.5
7240,4.2
7241,4.5
7272,4.0
7273,4.5
7279,4.3
7286,4.2
7295,4.4
7321,5.7
7328,4.7
7335,3.9
7381,4.4
7384,4.7
7392,4.3
7414,4.4
7427,4.4
7439,4.9
7443,4.4
7454,4.6
7455,4.3
7469,4.9
7472,5.1
7477,4.2
7499,4.3
7511,4.3
7512,4.7
7513,4.9
7514,4.5
7516,4.5
7533,5.0
7534,3.9
7543,4.8
7556,4.8
7577,4.2
7592,5.0
7601,4.5
7603,4.2
7604,5.2
7619,4.5
7636,4.5
7640,5.3
7670,4.1
7713,4.2
7717,3.8
7729,4.7
7741,5.1
7764,4.4
7771,4.6
7779,4.7
7786,4.4
7789,4.2
7792,4.0
7801,4.2
7804,4.5
7823,3.7
7829,4.2
7830,4.1
7831,4.5
7833,4.1
7838,4.3
7842,4.5
7859,4.8
7864,4.8
7866,4.4
7868,4.3
7874,4.9
7891,4.3
7894,4.5
7899,4.0
7900,4.3
7917,4.4
7918,5.1
7919,4.4
7923,4.3
7941,4.0
7942,4.3
7943,4.1
7945,5.4
7950,4.6
7957,4.6
7978,4.5
7979,3.6
7983,4.1
8027,4.4
8029,4.1
8032,4.6
8047,4.1
8051,4.7
8058,4.6
8059,4.8
8069,4.5
8071,5.1
8072,4.6
8078,3.6
8088,4.6
8093,4.2
8095,5.1
8097,5.1
8106,4.3
8118,4.0
8129,3.9
8155,4.3
8173,5.5
8191,4.1
8192,4.2
8197,4.3
8198,4.5
8199,4.6
8200,4.6
8215,4.4
8219,4.4
8223,4.2
8225,4.1
8239,5.3
8243,4.2
8245,3.6
8246,4.5
8255,4.7
8256,4.8
8261,4.4
8273,4.9
8281,4.0
8284,4.0
8295,4.5
8304,4.1
8316,4.4
8317,4.5
8341,4.2
8342,4.5
8347,4.2
8351,4.3
8370,4.2
8380,5.5
8382,4.0
8390,4.2
8392,5.3
8393,4.0
8407,4.3
8415,5.7
8424,4.4
8449,4.5
8450,4.6
8455,5.2
8462,4.8
8465,4.6
8469,4.5
8475,4.3
8476,4.6
8478,5.0
8480,4.6
8483,4.0
8490,4.4
8501,4.3
8507,4.4
8525,4.6
8526,4.8
8536,4.6
8541,4.9
8542,4.5
8566,4.3
8575,5.1
8579,3.7
8582,4.5
8586,4.0
8589,4.0
8590,4.6
8598,4.7
8599,4.2
8601,4.7
8602,4.0
8614,4.5
8618,3.9
8623,4.0
8635,4.1
8637,4.4
8645,4.1
8659,4.2
8663,4.1
8673,4.2
8689,4.8
8695,4.4
8699,4.8
8701,4.6
8712,4.1
8722,4.2
8729,5.3
8736,5.0
8738,4.6
8739,4.1
8742,4.7
8744,4.6
8757,4.0
8763,4.3
8768,4.5
8770,4.2
8771,4.1
8776,4.5
8785,4.2
8791,4.8
8804,4.5
8816,4.5
8817,4.3
8819,4.0
8820,4.6
8832,5.0
8848,4.3
8850,4.0
8864,4.5
8879,4.5
8885,4.0
8887,4.1
8888,4.3
8893,4.1
8897,4.0
8899,4.3
8902,3.8
8926,4.3
8927,4.0
8928,5.2
8933,4.3
8967,4.0
8971,4.2
8973,4.2
8977,4.0
8982,4.6
9000,4.0
9003,4.7
9005,4.5
9020,4.3
9040,4.7
9044,3.6
9054,4.6
9059,4.9
9061,4.2
9062,6.5
9068,4.3
9070,4.6
9073,4.9
9081,4.0
9093,4.6
9096,4.1
9104,4.2
9106,4.1
9108,4.0
9119,4.0
9141,4.6
9147,4.9
9154,4.0
9161,4.5
9174,4.1
9175,4.1
9193,4.1
9202,4.1
9222,4.3
9224,4.2
9236,4.5
9237,5.1
9245,4.1
9256,4.6
9275,4.7
9277,5.1
9281,4.4
9284,4.9
9289,4.0
9293,4.4
9298,4.3
9299,4.3
9300,4.8
9313,4.5
9314,4.9
9333,4.4
9348,4.3
9354,3.9
9356,4.2
9357,4.8
9360,4.1
9361,4.3
9362,4.4
9367,4.1
9380,4.5
9386,4.6
9402,4.6
9420,4.5
9422,4.8
9423,4.4
9425,4.2
9438,4.2
9446,5.1
9449,4.3
9453,4.1
9468,4.5
9485,4.2
9494,4.1
9496,5.0
9500,3.6
9506,4.2
9513,4.5
9521,4.4
9535,4.1
9540,4.0
9543,4.4
9562,4.0
9563,4.04
9566,4.5
9575,4.7
9578,4.5
9581,4.8
9584,4.4
9585,4.4
9589,4.6
9592,4.4
9599,4.2
9602,4.4
9605,4.1
9608,4.4
9610,4.5
9621,4.6
9640,4.1
9647,4.4
9649,4.2
9669,4.0
9679,4.2
9691,4.0
9701,4.5
9716,4.3
9723,4.2
9725,4.5
9726,4.4
9744,4.0
9751,6.1
9754,4.4
9773,4.5
9777,4.5
9779,4.3
9787,4.4
9801,4.4
9817,4.7
9818,4.6
9826,4.8
9844,4.2
9870,4.2
9872,4.3
9890,3.9
9919,4.4
9927,4.3
9962,4.5
9965,4.5
9972,4.8
9975,4.5
9989,3.9
9990,4.3
10002,4.1
10003,4.5
10009,4.8
10012,4.4
10015,4.0
10017,4.1
10024,4.2
10060,4.0
10062,4.0
10073,4.2
10079,4.7
10091,4.4
10095,4.6
10118,4.7
10120,4.7
10123,4.5
10136,4.2
10141,4.3
10151,3.9
10153,4.2
10159,4.5
10163,4.1
10165,4.0
10187,4.3
10204,4.2
10207,4.8
10233,5.0
10243,4.3
10244,4.2
10250,3.6
10252,4.0
10259,4.6
10261,5.0
10286,4.6
10314,5.3
10327,4.4
10338,4.6
10339,4.8
10345,4.6
10347,4.4
10349,4.2
10361,4.6
10377,4.4
10383,4.5
10391,4.3
10411,4.5
10428,4.4
10434,4.3
10436,4.4
10449,4.5
10457,4.3
10472,4.5
10480,4.8
10487,4.5
10497,4.0
10506,4.6
10509,4.4
10518,4.9
10519,4.0
10521,4.4
10542,3.9
10543,5.0
10563,5.1
10569,4.0
10576,3.8
10588,4.4
10591,4.7
10594,4.7
10602,4.3
10609,4.2
10612,4.4
10613,4.3
10615,5.3
10622,4.5
10625,4.7
10640,4.2
10648,4.6
10649,4.7
10654,4.0
10660,4.5
10676,4.4
10680,4.1
10686,3.6
10715,4.5
10717,5.3
10718,4.2
10734,4.7
10746,4.6
10751,4.6
10757,4.8
10759,4.2
10762,4.4
10780,4.2
10786,4.2
10790,3.9
10809,4.4
10816,4.3
10826,4.5
10850,4.3
10857,5.3
10858,4.3
10859,5.1
10865,4.5
10870,4.0
10878,4.0
10884,4.4
10886,4.3
10888,4.2
10923,4.4
10931,4.4
10945,4.7
10958,4.1
10959,4.4
10961,4.7
10985,4.2
11002,4.4
11021,4.1
11058,4.4
11067,4.3
11083,4.2
11084,4.1
11100,4.8
11125,4.5
11129,4.1
11130,4.3
11134,3.8
11148,4.5
11176,4.8
11199,4.0
11205,5.0
11220,4.2
11223,4.0
11224,4.6
11237,4.4
11247,4.6
11268,4.7
11272,4.4
11293,4.8
11300,4.5
11310,4.6
11322,4.2
11334,4.4
11346,4.1
11358,4.5
11383,4.1
11393,4.3
11401,4.8
11405,4.0
11429,4.4
11446,4.6
11454,4.2
11475,4.5
11526,4.0
11546,4.3
11565,4.4
11566,3.9
11571,4.3
11574,4.0
11592,4.3
11630,5.2
11638,4.3
11639,4.3
11644,3.9
11655,4.2
11660,4.5
11668,4.5
11681,3.68
11685,4.7
11697,4.3
11700,4.2
11732,4.0
11738,4.5
11768,4.8
11772,4.7
11779,4.5
11782,4.6
11783,4.5
11787,4.7
11790,4.4
11816,5.1
11824,4.1
11831,4.2
11833,4.5
11838,4.0
11840,4.6
11852,4.8
11859,3.8
11869,4.4
11876,4.5
11877,4.5
11891,4.5
11894,4.5
11910,4.5
11916,3.69
11919,4.4
11960,5.9
11967,4.1
11983,4.5
11999,4.7
12007,4.8
12031,4.2
12046,4.8
12052,4.5
12055,5.1
12063,4.6
12068,4.4
12075,5.0
12079,4.7
12085,4.6
12086,4.4
12087,4.5
12099,4.8
12102,5.0
12108,4.1
12129,4.2
12132,5.8
12160,4.0
12187,4.3
12201,5.3
12204,4.7
12207,4.6
12211,4.2
12215,4.4
12216,3.7
12276,3.6
12286,4.4
12291,4.4
12301,4.8
12304,4.7
12320,4.7
12360,5.0
12363,4.0
12366,4.3
12380,4.9
12385,4.1
12390,4.7
12392,4.1
12394,4.1
12406,4.6
12414,5.4
12431,4.1
12437,4.3
12482,5.5
12492,5.4
12523,4.1
12528,4.5
12536,4.0
12560,5.4
12563,4.8
12566,5.1
12574,4.4
12592,4.4
12622,4.2
12626,4.2
12633,4.6
12671,4.5
12682,4.2
12685,4.7
12693,4.4
12709,5.1
12712,4.5
12715,4.7
12723,4.6
12727,4.3
12729,4.0
12731,4.9
12734,4.4
12735,4.3
12737,4.5
12744,4.6
12753,4.3
12758,4.1
12797,4.0
12807,4.0
12810,4.1
12811,4.0
12823,4.8
12826,4.2
12829,4.2
12850,4.5
12874,4.4
12886,4.3
12887,4.2
12888,4.1
12934,4.3
12937,4.3
12939,3.6
12952,4.3
12979,4.5
13001,4.3
13025,4.3
13029,4.3
13032,4.9
13035,4.3
13040,4.7
13042,4.2
13051,4.3
13095,4.9
13099,4.7
13100,4.3
13108,4.4
13109,4.4
13111,5.0
13128,4.1
13139,4.1
13141,4.0
13159,4.3
13162,4.4
13173,4.3
13201,4.5
13203,4.5
13211,4.5
13215,4.6
13225,4.5
13230,4.5
13232,4.2
13247,4.5
13248,4.3
13257,4.3
13260,4.6
13266,4.9
13273,4.7
13291,4.6
13294,4.1
13301,4.7
13305,4.7
13314,4.4
13321,4.4
13325,4.2
13331,4.4
13332,4.1
13337,4.0
13339,4.5
13352,4.2
13357,4.1
13366,4.8
13395,4.2
13428,3.9
13438,4.0
13446,4.7
13453,4.3
13460,4.5
13468,4.3
13481,4.1
13482,4.3
13484,4.5
13490,4.7
13492,4.6
13498,4.1
13517,4.2
13522,4.2
13533,4.1
13534,4.0
13535,4.2
13538,4.5
13540,4.7
13559,4.1
13567,4.2
13571,4.5
13582,4.1
13585,4.4
13588,4.6
13599,4.3
13600,4.5
13603,5.0
13606,4.2
13611,4.5
13612,4.6
13623,4.6
13640,4.5
13647,4.7
13653,4.5
13658,4.6
13659,4.3
13665,4.6
13678,4.2
13684,4.3
13691,4.6
13722,4.3
13743,4.2
13749,4.7
13771,4.1
13784,4.3
13799,4.9
13803,4.1
13808,4.4
13816,4.7
13817,4.5
13848,4.3
13857,4.2
13859,4.3
13862,4.7
13865,4.1
13871,5.6
13873,4.6
13887,4.5
13889,4.5
13897,4.4
13908,4.7
13913,4.1
13929,4.4
13937,4.5
13939,4.1
13950,4.6
13955,4.8
13959,5.2
13967,4.6
13981,4.5
13987,4.1
13990,5.6
13992,4.5
14003,4.6
14005,4.7
14008,4.5
14012,4.9
14018,4.1
14019,4.6
14023,5.7
14025,6.9
14057,4.0
14093,4.1
14106,4.7
14130,4.3
14139,4.4
14149,4.5
14163,5.2
14179,4.2
14225,4.3
14239,4.2
14258,4.6
14267,4.8
14296,4.4
14308,4.7
14313,4.8
14315,4.7
14323,4.3
14333,4.7
14344,4.7
14353,4.3
14375,3.8
14389,4.3
14394,4.4
14396,4.3
14399,4.4
14412,4.0
14425,4.2
14430,4.4
14435,4.2
14453,4.5
14457,5.0
14470,4.0
14481,4.3
14551,4.2
14562,4.8
14624,4.0
14635,4.4
14646,3.7
14653,4.5
14661,5.2
14669,4.5
14674,5.2
14684,4.1
14691,4.8
14696,3.7
14734,4.9
14746,4.2
14755,4.6
14763,4.6
14768,4.5
14771,5.3
14775,4.2
14778,4.5
14783,4.3
14787,5.5
14804,4.1
14809,4.8
14815,4.7
14839,5.0
14842,4.4
14865,5.2
14872,4.4
14876,4.2
14877,4.9
14879,4.7
14883,5.0
14884,4.7
14895,4.8
14897,4.3
14898,4.7
14901,4.5
14904,4.4
14917,4.3
14927,4.4
14939,4.6
14956,5.0
14958,4.6
14973,4.4
14982,3.9
15013,4.3
15023,4.1
15026,4.3
15033,4.1
15040,4.5
15045,4.6
15054,4.2
15060,4.3
15066,4.1
15108,4.1
15115,5.0
15132,4.5
15134,4.3
15137,4.6
15139,4.2
15147,6.0
15169,4.9
15177,4.9
15183,4.6
15185,4.7
15193,4.3
15194,4.5
15202,4.3
15207,3.6
15210,4.5
15211,4.5
15236,4.7
15243,4.2
15246,4.2
15248,4.7
15252,4.5
15295,4.4
15306,4.1
15313,4.1
15316,4.3
15340,4.2
15348,4.5
15372,4.0
15374,4.7
15384,4.6
15386,4.3
15387,4.5
15411,4.4
15419,4.4
15420,4.1
15421,4.5
15427,4.1
15433,4.5
15437,4.4
15446,4.3
15462,4.6
15470,4.2
15474,4.4
15503,4.3
15572,4.6
15593,4.3
15625,4.3
15641,4.3
15661,4.6
15669,4.1
15672,4.5
15678,5.1
15701,4.0
15730,4.4
15732,5.0
15735,4.5
15763,4.4
15792,4.3
15804,3.65
15808,4.5
15823,5.2
15824,4.8
15827,4.5
15832,4.7
15834,4.4
15839,4.4
15841,4.2
15855,4.8
15864,4.4
15865,4.3
15867,5.2
15870,4.2
15871,5.0
15873,4.2
15877,4.5
15886,4.2
15909,4.6
15913,4.6
15922,4.3
15924,3.8
15936,4.9
15947,4.3
15976,4.6
15977,4.7
15979,6.5
15986,4.2
16006,4.6
16014,4.6
16015,4.6
16024,4.5
16031,4.5
16033,4.7
16050,4.0
16051,4.4
16055,4.5
16056,4.7
16072,4.0
16080,4.1
16092,4.7
16135,4.3
16140,4.0
16141,4.4
16150,4.0
16151,4.2
16156,4.7
16167,5.1
16183,4.1
16188,4.6
16193,4.8
16197,4.3
16204,4.5
16205,4.4
16213,4.2
16222,4.4
16233,4.5
16245,4.4
16246,4.2
16248,4.5
16258,4.4
16298,4.5
16301,4.4
16309,5.0
16322,4.5
16341,5.0
16346,4.5
16347,4.0
16351,4.6
16356,4.7
16366,4.4
16373,5.5
16377,4.1
16388,4.5
16405,4.1
16411,3.6
16413,4.2
16416,4.0
16422,4.3
16427,4.0
16429,4.2
16430,4.1
16469,5.5
16500,5.9
16504,4.4
16506,4.2
16535,4.4
16538,5.3
16542,4.6
16543,4.7
16549,4.7
16551,4.7
16555,4.8
16560,5.3
16574,4.5
16600,4.2
16617,5.0
16659,4.4
16704,4.2
16711,4.2
16766,4.1
16779,4.7
16781,4.4
16799,4.6
16808,4.1
16814,3.8
16822,4.7
16831,4.1
16861,4.5
16877,4.3
16878,4.3
16887,4.1
16888,4.5
16891,4.1
16893,5.1
16894,4.1
16897,4.9
16898,4.4
16900,4.7
16903,4.2
16904,4.3
16906,4.8
16907,4.6
16913,5.2
16922,4.1
16923,3.9
16926,4.3
16927,4.6
16931,4.5
16935,4.2
16937,4.4
16945,4.5
16947,4.7
16948,4.7
16958,4.7
16959,4.4
16964,4.8
16966,4.6
16967,4.6
16979,4.4
16985,4.8
16986,4.3
16992,4.6
16997,4.5
16998,4.2
16999,4.2
17002,4.6
17003,4.5
17004,4.4
17006,4.6
17009,4.9
17027,4.1
17034,4.2
17036,4.4
17044,4.4
17047,4.1
17048,5.0
17054,4.1
17057,4.0
17059,3.59
17060,4.8
17063,4.1
17069,4.5
17075,4.1
